line,datetime,minutes,p_psi,t_degC,dp_psi,p_kpa
5693,2018-05-11 11:47:50,56865,2333.5813,101.9199,-1.1178,16089.476003244099
5694,2018-05-11 11:48:00,56875,2332.4426,101.9272,-1.1387,16081.6249434482
5695,2018-05-11 11:48:10,56885,2331.8052,101.9223,-0.6374,16077.2302253364
5696,2018-05-11 11:48:20,56895,2331.7187,101.9288,-0.0866,16076.6338288559
5697,2018-05-11 11:48:30,56905,2331.8398,101.9344,0.1212,16077.468783928602
5698,2018-05-11 11:48:40,56915,2333.0151,101.932,1.1753,16085.5721918307
5699,2018-05-11 11:48:50,56925,2334.2927,101.9384,1.2776,16094.380933373901
5700,2018-05-11 11:49:00,56935,2336.2165,101.9441,1.9238,16107.6450668905
5701,2018-05-11 11:49:10,56945,2338.4164,101.9497,2.1999,16122.812842814801
5702,2018-05-11 11:49:20,56955,2340.4197,101.9626,2.0032,16136.6251095129
5703,2018-05-11 11:49:30,56965,2341.881,101.9779,1.4614,16146.700417917
5704,2018-05-11 11:49:40,56975,2343.4486,101.9876,1.5675,16157.508638990203
5705,2018-05-11 11:49:50,56985,2344.5999,101.9948,1.1513,16165.446572724302
5706,2018-05-11 11:50:00,56995,2345.4248,101.994,0.8249,16171.1340577736
5707,2018-05-11 11:50:10,57005,2346.0907,101.994,0.6659,16175.725276459902
5708,2018-05-11 11:50:20,57015,2346.8011,101.9892,0.7104,16180.623311832702
5709,2018-05-11 11:50:30,57025,2346.7345,101.9811,-0.0666,16180.1641210165
5710,2018-05-11 11:50:40,57035,2346.2721,101.9755,-0.4624,16176.975985379702
5711,2018-05-11 11:50:50,57045,2345.4814,101.969,-0.7906,16171.524301019801
5712,2018-05-11 11:51:00,57055,2344.4805,101.9666,-1.0009,16164.623338738502
5713,2018-05-11 11:51:10,57065,2343.4917,101.9594,-0.9889,16157.805803016901
5714,2018-05-11 11:51:20,57075,2342.5772,101.9505,-0.9145,16151.500547740401
5715,2018-05-11 11:51:30,57085,2341.9756,101.9465,-0.6017,16147.352661929202
5716,2018-05-11 11:51:40,57095,2341.1903,101.9336,-0.7853,16141.938209257101
5717,2018-05-11 11:51:50,57105,2340.927,101.9328,-0.2632,16140.122819739001
5718,2018-05-11 11:52:00,57115,2340.5596,101.9304,-0.3675,16137.589686017202
5719,2018-05-11 11:52:10,57125,2340.546,101.9272,-0.0136,16137.495917322
5720,2018-05-11 11:52:20,57135,2340.0425,101.9272,-0.5034,16134.024407172501
5721,2018-05-11 11:52:30,57145,2339.5829,101.9183,-0.4596,16130.8555768553
5722,2018-05-11 11:52:40,57155,2339.305,101.9256,-0.2779,16128.939523885
5723,2018-05-11 11:52:50,57165,2338.7887,101.9264,-0.5162,16125.3797608459
5724,2018-05-11 11:53:00,57175,2338.2914,101.9239,-0.4974,16121.9509981898
5725,2018-05-11 11:53:10,57185,2337.612,101.9207,-0.6794,16117.266700284
5726,2018-05-11 11:53:20,57195,2336.8487,101.9207,-0.7632,16112.003932265901
5727,2018-05-11 11:53:30,57205,2336.1701,101.9215,-0.6786,16107.3251501657
5728,2018-05-11 11:53:40,57215,2335.4779,101.9191,-0.6922,16102.5525993703
5729,2018-05-11 11:53:50,57225,2335.1795,101.9215,-0.2984,16100.495203881503
5730,2018-05-11 11:54:00,57235,2334.7985,101.9159,-0.381,16097.8683014645
5731,2018-05-11 11:54:10,57245,2334.1659,101.9199,-0.6326,16093.5066781863
5732,2018-05-11 11:54:20,57255,2333.6841,101.9135,-0.4818,16090.1847842637
5733,2018-05-11 11:54:30,57265,2333.3249,101.9207,-0.3592,16087.7081875493
5734,2018-05-11 11:54:40,57275,2331.8573,101.9231,-1.4676,16077.589442176102
5735,2018-05-11 11:54:50,57285,2331.2017,101.9256,-0.6556,16073.0692394869
5736,2018-05-11 11:55:00,57295,2329.7957,101.9272,-1.406,16063.375211144901
5737,2018-05-11 11:55:10,57305,2329.2706,101.9336,-0.525,16059.7547742442
5738,2018-05-11 11:55:20,57315,2330.0921,101.932,0.8214,16065.4188171197
5739,2018-05-11 11:55:30,57325,2330.722,101.9312,0.6299,16069.761824554002
5740,2018-05-11 11:55:40,57335,2331.6159,101.9352,0.8939,16075.9250478363
5741,2018-05-11 11:55:50,57345,2332.7885,101.936,1.1726,16084.009839894501
5742,2018-05-11 11:56:00,57355,2334.4282,101.9513,1.6397,16095.3151729474
5743,2018-05-11 11:56:10,57365,2335.7621,101.9634,1.3339,16104.5120893097
5744,2018-05-11 11:56:20,57375,2337.3234,101.9755,1.5613,16115.276873413803
5745,2018-05-11 11:56:30,57385,2338.4992,101.9924,1.1758,16123.383728694402
5746,2018-05-11 11:56:40,57395,2339.3751,102.0037,0.8759,16129.422846350702
5747,2018-05-11 11:56:50,57405,2340.0769,102.0045,0.7018,16134.261586813302
5748,2018-05-11 11:57:00,57415,2340.6069,102.0069,0.5299,16137.915808023303
5749,2018-05-11 11:57:10,57425,2340.9967,102.0069,0.3898,16140.603384301901
5750,2018-05-11 11:57:20,57435,2341.5258,102.0053,0.5292,16144.2514002306
5751,2018-05-11 11:57:30,57445,2342.1226,102.0004,0.5967,16148.3661912082
5752,2018-05-11 11:57:40,57455,2342.6578,101.9964,0.5352,16152.0562651546
5753,2018-05-11 11:57:50,57465,2343.6152,101.9924,0.9574,16158.657305506402
5754,2018-05-11 11:58:00,57475,2343.9486,101.9868,0.3334,16160.956017490202
5755,2018-05-11 11:58:10,57485,2344.4222,101.9835,0.4736,16164.2213744054
5756,2018-05-11 11:58:20,57495,2344.8762,101.9795,0.4539,16167.351594083402
5757,2018-05-11 11:58:30,57505,2345.3497,101.9763,0.4736,16170.616261522902
5758,2018-05-11 11:58:40,57515,2345.0797,101.9739,-0.2701,16168.7546771329
5759,2018-05-11 11:58:50,57525,2344.7797,101.9682,-0.3,16166.6862500329
5760,2018-05-11 11:59:00,57535,2344.3241,101.9642,-0.4555,16163.544998743699
5761,2018-05-11 11:59:10,57545,2343.7866,101.9562,-0.5375,16159.8390668562
5762,2018-05-11 11:59:20,57555,2343.1097,101.9497,-0.6769,16155.1720058429
5763,2018-05-11 11:59:30,57565,2342.4106,101.9457,-0.6991,16150.351881224202
5764,2018-05-11 11:59:40,57575,2341.738,101.9441,-0.6726,16145.714467666
5765,2018-05-11 11:59:50,57585,2340.9475,101.9376,-0.7905,16140.264162257503
5766,2018-05-11 12:00:00,57595,2340.2167,101.9376,-0.7308,16135.2254738419
5767,2018-05-11 12:00:10,57605,2339.2408,101.9296,-0.9759,16128.496880485602
5768,2018-05-11 12:00:20,57615,2338.4666,101.9231,-0.7742,16123.158959616201
5769,2018-05-11 12:00:30,57625,2337.6093,101.9239,-0.8573,16117.248084440102
5770,2018-05-11 12:00:40,57635,2337.2392,101.9247,-0.3701,16114.696334874401
5771,2018-05-11 12:00:50,57645,2336.6342,101.9199,-0.605,16110.5250068894
5772,2018-05-11 12:01:00,57655,2335.9454,101.9183,-0.6888,16105.7758982678
5773,2018-05-11 12:01:10,57665,2334.8933,101.9191,-1.0521,16098.521924428102
5774,2018-05-11 12:01:20,57675,2333.5976,101.9199,-1.2957,16089.5883877832
5775,2018-05-11 12:01:30,57685,2332.5427,101.9239,-1.0548,16082.3151086239
5776,2018-05-11 12:01:40,57695,2331.9358,101.9264,-0.6069,16078.130680600601
5777,2018-05-11 12:01:50,57705,2331.3086,101.9239,-0.6273,16073.8062890102
5778,2018-05-11 12:02:00,57715,2330.7606,101.9288,-0.548,16070.027962174201
5779,2018-05-11 12:02:10,57725,2331.7485,101.932,0.9879,16076.839292614502
5780,2018-05-11 12:02:20,57735,2333.1031,101.9336,1.3546,16086.1789304467
5781,2018-05-11 12:02:30,57745,2334.562,101.9368,1.4589,16096.237691434
5782,2018-05-11 12:02:40,57755,2336.3634,101.9481,1.8014,16108.657906693801
5783,2018-05-11 12:02:50,57765,2338.4821,101.9537,2.1187,16123.265828349702
5784,2018-05-11 12:03:00,57775,2340.0382,101.9723,1.5561,16133.9947597174
5785,2018-05-11 12:03:10,57785,2341.4056,101.9884,1.3674,16143.4226504392
5786,2018-05-11 12:03:20,57795,2342.1056,101.9964,0.7,16148.2489803392
5787,2018-05-11 12:03:30,57805,2343.162,102.0004,1.0565,16155.532601633999
5788,2018-05-11 12:03:40,57815,2344.1323,101.9956,0.9703,16162.222584351102
5789,2018-05-11 12:03:50,57825,2344.9444,101.9956,0.8121,16167.8218165108
5790,2018-05-11 12:04:00,57835,2345.4659,101.9884,0.5215,16171.417432286302
5791,2018-05-11 12:04:10,57845,2346.0566,101.9859,0.5907,16175.4901652462
5792,2018-05-11 12:04:20,57855,2345.8634,101.9787,-0.1931,16174.158098193802
5793,2018-05-11 12:04:30,57865,2344.9754,101.9723,-0.8881,16168.0355539778
5794,2018-05-11 12:04:40,57875,2344.3215,101.9674,-0.6538,16163.5270723755
5795,2018-05-11 12:04:50,57885,2343.4584,101.9553,-0.8632,16157.576207608801
5796,2018-05-11 12:05:00,57895,2342.5191,101.9521,-0.9393,16151.099962358701
5797,2018-05-11 12:05:10,57905,2341.3192,101.9449,-1.1999,16142.8269434344
5798,2018-05-11 12:05:20,57915,2340.7227,101.9344,-0.5964,16138.7142208839
5799,2018-05-11 12:05:30,57925,2339.8458,101.9344,-0.8769,16132.6682084706
5800,2018-05-11 12:05:40,57935,2338.8333,101.9215,-1.0125,16125.6872670081
5801,2018-05-11 12:05:50,57945,2338.03,101.9159,-0.8033,16120.148708710001
5802,2018-05-11 12:06:00,57955,2337.007,101.9159,-1.023,16113.095372299002
5803,2018-05-11 12:06:10,57965,2336.1123,101.9078,-0.8946,16106.926633211098
5804,2018-05-11 12:06:20,57975,2335.0893,101.9078,-1.023,16099.8732968001
5805,2018-05-11 12:06:30,57985,2333.9519,101.9038,-1.1374,16092.031200188301
5806,2018-05-11 12:06:40,57995,2333.4025,101.9006,-0.5494,16088.243220692502
5807,2018-05-11 12:06:50,58005,2332.4471,101.8974,-0.9554,16081.655969854699
5808,2018-05-11 12:07:00,58015,2331.4837,101.9038,-0.9634,16075.013560960902
5809,2018-05-11 12:07:10,58025,2330.6453,101.9014,-0.8383,16069.2329966921
5810,2018-05-11 12:07:20,58035,2329.3504,101.9062,-1.295,16060.3049758528
5811,2018-05-11 12:07:30,58045,2328.2536,101.9119,-1.0968,16052.742806375201
5812,2018-05-11 12:07:40,58055,2328.5304,101.9159,0.2767,16054.651275112801
5813,2018-05-11 12:07:50,58065,2327.9106,101.9191,-0.6198,16050.377904724202
5814,2018-05-11 12:08:00,58075,2328.4404,101.9215,0.5298,16054.0307469828
5815,2018-05-11 12:08:10,58085,2329.6624,101.9264,1.222,16062.456140036802
5816,2018-05-11 12:08:20,58095,2330.5068,101.9264,0.8444,16068.278072847601
5817,2018-05-11 12:08:30,58105,2331.0468,101.9312,0.54,16072.0012416276
5818,2018-05-11 12:08:40,58115,2331.4622,101.9296,0.4154,16074.8653236854
5819,2018-05-11 12:08:50,58125,2332.4542,101.9376,0.992,16081.704922629402
5820,2018-05-11 12:09:00,58135,2332.6891,101.9433,0.2349,16083.3245010487
5821,2018-05-11 12:09:10,58145,2332.8699,101.9553,0.1808,16084.5710731143
5822,2018-05-11 12:09:20,58155,2332.8064,101.9634,-0.0635,16084.1332560448
5823,2018-05-11 12:09:30,58165,2332.7307,101.9763,-0.0757,16083.611322939902
5824,2018-05-11 12:09:40,58175,2332.5142,101.9827,-0.2165,16082.1186080494
5825,2018-05-11 12:09:50,58185,2332.538,101.9884,0.0237,16082.282703266
5826,2018-05-11 12:10:00,58195,2333.2797,101.9948,0.7417,16087.396544532901
5827,2018-05-11 12:10:10,58205,2334.8015,101.9859,1.5218,16097.8889857355
5828,2018-05-11 12:10:20,58215,2337.1349,101.9924,2.3334,16113.9772117193
5829,2018-05-11 12:10:30,58225,2338.8871,101.9996,1.7522,16126.0582049347
5830,2018-05-11 12:10:40,58235,2340.3232,102.0013,1.4361,16135.9597654624
5831,2018-05-11 12:10:50,58245,2341.2702,102.0101,0.947,16142.4891003414
5832,2018-05-11 12:11:00,58255,2342.0959,102.0133,0.8257,16148.182101196298
5833,2018-05-11 12:11:10,58265,2342.4679,102.0053,0.372,16150.746950800301
5834,2018-05-11 12:11:20,58275,2342.3508,102.0045,-0.1171,16149.939574755601
5835,2018-05-11 12:11:30,58285,2341.479,101.998,-0.8718,16143.928725603
5836,2018-05-11 12:11:40,58295,2340.685,101.9908,-0.794,16138.454288545001
5837,2018-05-11 12:11:50,58305,2339.5714,101.9771,-1.1135,16130.7762871498
5838,2018-05-11 12:12:00,58315,2338.5271,101.9682,-1.0443,16123.5760924147
5839,2018-05-11 12:12:10,58325,2337.1844,101.9618,-1.3427,16114.318502190801
5840,2018-05-11 12:12:20,58335,2335.8709,101.9545,-1.3135,16105.2622388713
5841,2018-05-11 12:12:30,58345,2334.3889,101.9497,-1.482,16095.0442089973
5842,2018-05-11 12:12:40,58355,2333.0166,101.94,-1.3724,16085.5825339662
5843,2018-05-11 12:12:50,58365,2331.7126,101.9312,-1.304,16076.5917708382
5844,2018-05-11 12:13:00,58375,2331.2572,101.9272,-0.4554,16073.451898500402
5845,2018-05-11 12:13:10,58385,2331.5962,101.9344,0.3391,16075.789221123401
5846,2018-05-11 12:13:20,58395,2332.4773,101.9392,0.881,16081.8641915161
5847,2018-05-11 12:13:30,58405,2333.7798,101.94,1.3026,16090.8446125086
5848,2018-05-11 12:13:40,58415,2334.7503,101.9545,0.9705,16097.5359741771
5849,2018-05-11 12:13:50,58425,2335.9238,101.9594,1.1734,16105.6269715166
5850,2018-05-11 12:14:00,58435,2337.8707,101.9666,1.9469,16119.0503739199
5851,2018-05-11 12:14:10,58445,2339.5699,101.969,1.6992,16130.7659450143
5852,2018-05-11 12:14:20,58455,2341.2605,101.9771,1.6906,16142.4222211985
5853,2018-05-11 12:14:30,58465,2342.3751,101.9795,1.1146,16150.107117350703
5854,2018-05-11 12:14:40,58475,2343.8965,101.9859,1.5214,16160.596800650499
5855,2018-05-11 12:14:50,58485,2345.1796,101.9859,1.283,16169.4434633572
5856,2018-05-11 12:15:00,58495,2346.2506,101.9819,1.0711,16176.827748104199
5857,2018-05-11 12:15:10,58505,2346.7669,101.9811,0.5163,16180.3875111433
5858,2018-05-11 12:15:20,58515,2347.0883,101.9803,0.3214,16182.6034860431
5859,2018-05-11 12:15:30,58525,2346.82,101.9706,-0.2683,16180.753622740001
5860,2018-05-11 12:15:40,58535,2345.9319,101.9642,-0.8881,16174.630389048301
5861,2018-05-11 12:15:50,58545,2345.1833,101.9562,-0.7487,16169.4689739581
5862,2018-05-11 12:16:00,58555,2344.1721,101.9513,-1.0111,16162.4969956797
5863,2018-05-11 12:16:10,58565,2343.4149,101.9489,-0.7573,16157.276285679302
5864,2018-05-11 12:16:20,58575,2342.0638,101.9328,-1.3511,16147.9607794966
5865,2018-05-11 12:16:30,58585,2340.8553,101.9312,-1.2085,16139.628465662101
5866,2018-05-11 12:16:40,58595,2339.9383,101.9256,-0.917,16133.3059734931
5867,2018-05-11 12:16:50,58605,2338.8726,101.9231,-1.0657,16125.958230958202
5868,2018-05-11 12:17:00,58615,2338.0976,101.9127,-0.775,16120.614794283201
5869,2018-05-11 12:17:10,58625,2336.9609,101.9127,-1.1367,16112.777524001302
5870,2018-05-11 12:17:20,58635,2336.067,101.9086,-0.8939,16106.614300719
5871,2018-05-11 12:17:30,58645,2335.2143,101.899,-0.8527,16100.7351414251
5872,2018-05-11 12:17:40,58655,2334.3767,101.9006,-0.8376,16094.9600929619
5873,2018-05-11 12:17:50,58665,2333.0581,101.8998,-1.3187,16085.868666381702
5874,2018-05-11 12:18:00,58675,2331.4255,101.9054,-1.6326,16074.6122861035
5875,2018-05-11 12:18:10,58685,2330.2854,101.9046,-1.1401,16066.751573647802
5876,2018-05-11 12:18:20,58695,2329.3632,101.9054,-0.9222,16060.3932287424
5877,2018-05-11 12:18:30,58705,2328.3084,101.9094,-1.0548,16053.1206390588
5878,2018-05-11 12:18:40,58715,2328.575,101.9111,0.2666,16054.958781275
5879,2018-05-11 12:18:50,58725,2329.5378,101.9199,0.9628,16061.597053314601
5880,2018-05-11 12:19:00,58735,2329.9161,101.9288,0.3783,16064.2053398877
5881,2018-05-11 12:19:10,58745,2330.9399,101.9328,1.0238,16071.2641921043
5882,2018-05-11 12:19:20,58755,2331.737,101.9409,0.7971,16076.760002909
5883,2018-05-11 12:19:30,58765,2332.7473,101.9417,1.0102,16083.725775906101
5884,2018-05-11 12:19:40,58775,2334.0736,101.9481,1.3263,16092.870292115202
5885,2018-05-11 12:19:50,58785,2335.4588,101.957,1.3853,16102.4209095116
5886,2018-05-11 12:20:00,58795,2336.0166,101.9698,0.5578,16106.2668049662
5887,2018-05-11 12:20:10,58805,2336.4763,101.9787,0.4596,16109.436324759099
5888,2018-05-11 12:20:20,58815,2336.8445,101.9851,0.3682,16111.974974286502
5889,2018-05-11 12:20:30,58825,2336.8222,101.9876,-0.0223,16111.8212212054
5890,2018-05-11 12:20:40,58835,2337.1402,101.9859,0.318,16114.0137539314
5891,2018-05-11 12:20:50,58845,2337.2411,101.9868,0.1008,16114.709434912702
5892,2018-05-11 12:21:00,58855,2337.1523,101.9811,-0.0888,16114.097180491102
5893,2018-05-11 12:21:10,58865,2336.8747,101.9731,-0.2776,16112.183195947899
5894,2018-05-11 12:21:20,58875,2336.4064,101.9698,-0.4683,16108.9543812448
5895,2018-05-11 12:21:30,58885,2336.1337,101.9706,-0.2727,16107.0741810109
5896,2018-05-11 12:21:40,58895,2335.5672,101.9634,-0.5665,16103.1683011704
5897,2018-05-11 12:21:50,58905,2335.1091,101.9626,-0.4581,16100.009812988701
5898,2018-05-11 12:22:00,58915,2334.2699,101.9562,-0.8392,16094.223732914299
5899,2018-05-11 12:22:10,58925,2333.7468,101.9553,-0.5231,16090.6170855276
5900,2018-05-11 12:22:20,58935,2333.5316,101.9505,-0.2152,16089.133333821199
5901,2018-05-11 12:22:30,58945,2333.5709,101.9521,0.0393,16089.404297771302
5902,2018-05-11 12:22:40,58955,2333.6676,101.9481,0.0967,16090.071020773203
5903,2018-05-11 12:22:50,58965,2333.7224,101.9457,0.0548,16090.4488534568
5904,2018-05-11 12:23:00,58975,2333.9999,101.9537,0.2775,16092.362148524298
5905,2018-05-11 12:23:10,58985,2334.0094,101.9521,0.0095,16092.4276487158
5906,2018-05-11 12:23:20,58995,2334.5264,101.9553,0.517,16095.992238084802
5907,2018-05-11 12:23:30,59005,2334.6197,101.9505,0.0933,16096.635518912903
5908,2018-05-11 12:23:40,59015,2335.0853,101.957,0.4656,16099.845717772101
5909,2018-05-11 12:23:50,59025,2335.2708,101.9586,0.1854,16101.124695195598
5910,2018-05-11 12:24:00,59035,2335.2613,101.9602,-0.0094,16101.059195004102
5911,2018-05-11 12:24:10,59045,2335.5544,101.9642,0.2931,16103.0800482808
5912,2018-05-11 12:24:20,59055,2335.1016,101.957,-0.4528,16099.9581023112
5913,2018-05-11 12:24:30,59065,2335.0604,101.9626,-0.0412,16099.674038322799
5914,2018-05-11 12:24:40,59075,2334.3742,101.9578,-0.6862,16094.942856069401
5915,2018-05-11 12:24:50,59085,2333.6528,101.9562,-0.7213,16089.9689783696
5916,2018-05-11 12:25:00,59095,2333.2231,101.9505,-0.4297,16087.006301286701
5917,2018-05-11 12:25:10,59105,2332.9497,101.9473,-0.2734,16085.121274722902
5918,2018-05-11 12:25:20,59115,2332.8617,101.9457,-0.088,16084.5145361069
5919,2018-05-11 12:25:30,59125,2334.1087,101.9449,1.2471,16093.112298085902
5920,2018-05-11 12:25:40,59135,2335.3985,101.9465,1.2897,16102.0051556645
5921,2018-05-11 12:25:50,59145,2336.5326,101.9497,1.1341,16109.8244995782
5922,2018-05-11 12:26:00,59155,2337.5334,101.9521,1.0008,16116.724772383799
5923,2018-05-11 12:26:10,59165,2338.3239,101.9586,0.7905,16122.175077792299
5924,2018-05-11 12:26:20,59175,2338.799,101.9634,0.4751,16125.450776843001
5925,2018-05-11 12:26:30,59185,2339.9332,101.9666,1.1342,16133.2708102324
5926,2018-05-11 12:26:40,59195,2340.6886,101.9763,0.7554,16138.479109670201
5927,2018-05-11 12:26:50,59205,2341.3383,101.9763,0.6496,16142.9586332931
5928,2018-05-11 12:27:00,59215,2341.6869,101.9819,0.3487,16145.362145583302
5929,2018-05-11 12:27:10,59225,2342.1296,101.9868,0.4427,16148.414454507201
5930,2018-05-11 12:27:20,59235,2342.2528,101.9851,0.1231,16149.263888569601
5931,2018-05-11 12:27:30,59245,2341.8486,101.9779,-0.4042,16146.477027790199
5932,2018-05-11 12:27:40,59255,2341.6597,101.9755,-0.1889,16145.174608192901
5933,2018-05-11 12:27:50,59265,2340.3929,101.9755,-1.2668,16136.4403300253
5934,2018-05-11 12:28:00,59275,2339.2938,101.969,-1.0991,16128.8623026066
5935,2018-05-11 12:28:10,59285,2338.4357,101.9658,-0.8581,16122.9459116249
5936,2018-05-11 12:28:20,59295,2337.5451,101.9626,-0.8906,16116.805441040698
5937,2018-05-11 12:28:30,59305,2336.7127,101.9578,-0.8324,16111.066245313901
5938,2018-05-11 12:28:40,59315,2336.1904,101.961,-0.5223,16107.4651137328
5939,2018-05-11 12:28:50,59325,2335.9487,101.9537,-0.2417,16105.7986509659
5940,2018-05-11 12:29:00,59335,2336.4487,101.9529,0.5,16109.2460294659
5941,2018-05-11 12:29:10,59345,2336.8547,101.9529,0.406,16112.0453008079
5942,2018-05-11 12:29:20,59355,2337.4469,101.9586,0.5922,16116.1283759033
5943,2018-05-11 12:29:30,59365,2338.2136,101.9594,0.7667,16121.414586095201
5944,2018-05-11 12:29:40,59375,2338.745,101.9698,0.5314,16125.078459965
5945,2018-05-11 12:29:50,59385,2339.8229,101.9674,1.0779,16132.510318535302
5946,2018-05-11 12:30:00,59395,2340.4673,101.9739,0.6444,16136.953299946099
5947,2018-05-11 12:30:10,59405,2341.0818,101.9771,0.6145,16141.1901281226
5948,2018-05-11 12:30:20,59415,2341.3579,101.9771,0.2761,16143.0937705303
5949,2018-05-11 12:30:30,59425,2341.6118,101.9795,0.2538,16144.844349332601
5950,2018-05-11 12:30:40,59435,2341.7247,101.9755,0.1129,16145.622767397903
5951,2018-05-11 12:30:50,59445,2341.5237,101.9779,-0.2009,16144.236921240901
5952,2018-05-11 12:31:00,59455,2341.0161,101.9731,-0.5077,16140.737142587699
5953,2018-05-11 12:31:10,59465,2341.1735,101.9642,0.1574,16141.8223773395
5954,2018-05-11 12:31:20,59475,2341.0538,101.9666,-0.1197,16140.997074926601
5955,2018-05-11 12:31:30,59485,2341.07,101.9666,0.0162,16141.108769990002
5956,2018-05-11 12:31:40,59495,2340.9257,101.9594,-0.1443,16140.113856554899
5957,2018-05-11 12:31:50,59505,2341.0685,101.9586,0.1428,16141.0984278545
5958,2018-05-11 12:32:00,59515,2340.9249,101.9553,-0.1435,16140.1083407493
5959,2018-05-11 12:32:10,59525,2340.6523,101.9562,-0.2727,16138.228829991102
5960,2018-05-11 12:32:20,59535,2340.1378,101.9497,-0.5144,16134.6814775146
5961,2018-05-11 12:32:30,59545,2339.1404,101.9481,-0.9974,16127.804646882802
5962,2018-05-11 12:32:40,59555,2338.555,101.9441,-0.5854,16123.768456135
5963,2018-05-11 12:32:50,59565,2337.7627,101.9449,-0.7923,16118.305740163902
5964,2018-05-11 12:33:00,59575,2337.161,101.9409,-0.6016,16114.157164877
5965,2018-05-11 12:33:10,59585,2336.5141,101.9376,-0.6469,16109.6969465737
5966,2018-05-11 12:33:20,59595,2335.0654,101.9368,-1.4487,16099.7085121078
5967,2018-05-11 12:33:30,59605,2333.9902,101.936,-1.0752,16092.295269381402
5968,2018-05-11 12:33:40,59615,2332.7289,101.9296,-1.2613,16083.598912377302
5969,2018-05-11 12:33:50,59625,2331.833,101.9328,-0.8958,16077.421899581
5970,2018-05-11 12:34:00,59635,2331.3553,101.9312,-0.4777,16074.128274162102
5971,2018-05-11 12:34:10,59645,2331.4372,101.9352,0.0819,16074.6929547604
5972,2018-05-11 12:34:20,59655,2332.055,101.9392,0.6178,16078.952535634999
5973,2018-05-11 12:34:30,59665,2332.7717,101.9513,0.7167,16083.8940079769
5974,2018-05-11 12:34:40,59675,2334.5324,101.9529,1.7607,16096.033606626801
5975,2018-05-11 12:34:50,59685,2335.9359,101.9545,1.4034,16105.7103980763
5976,2018-05-11 12:35:00,59695,2338.4923,101.9562,2.5565,16123.3361548711
5977,2018-05-11 12:35:10,59705,2341.0564,101.9634,2.5641,16141.0150012948
5978,2018-05-11 12:35:20,59715,2342.7248,101.9739,1.6683,16152.5182138736
5979,2018-05-11 12:35:30,59725,2343.9547,101.9843,1.2299,16160.9980755079
5980,2018-05-11 12:35:40,59735,2344.7675,101.9884,0.8129,16166.6021339975
5981,2018-05-11 12:35:50,59745,2345.4095,101.9827,0.642,16171.028567991501
5982,2018-05-11 12:36:00,59755,2345.8318,101.9827,0.4223,16173.9402238726
5983,2018-05-11 12:36:10,59765,2346.2661,101.9779,0.4343,16176.9346168377
5984,2018-05-11 12:36:20,59775,2346.3601,101.9771,0.094,16177.5827239957
5985,2018-05-11 12:36:30,59785,2346.0533,101.9698,-0.3068,16175.467412548101
5986,2018-05-11 12:36:40,59795,2346.0132,101.9642,-0.0401,16175.1909327924
5987,2018-05-11 12:36:50,59805,2345.4559,101.9553,-0.5572,16171.3484847163
5988,2018-05-11 12:37:00,59815,2344.6209,101.9537,-0.8351,16165.5913626213
5989,2018-05-11 12:37:10,59825,2344.1056,101.9433,-0.5153,16162.0384943392
5990,2018-05-11 12:37:20,59835,2343.1398,101.9376,-0.9658,16155.3795380286
5991,2018-05-11 12:37:30,59845,2342.3202,101.932,-0.8196,16149.728595191402
5992,2018-05-11 12:37:40,59855,2341.6827,101.9272,-0.6375,16145.3331876039
5993,2018-05-11 12:37:50,59865,2340.8307,101.9215,-0.852,16139.4588546399
5994,2018-05-11 12:38:00,59875,2339.7581,101.9175,-1.0725,16132.0635382817
5995,2018-05-11 12:38:10,59885,2338.9873,101.9119,-0.7708,16126.749059586098
5996,2018-05-11 12:38:20,59895,2337.7951,101.9103,-1.1922,16118.529130290699
5997,2018-05-11 12:38:30,59905,2336.8525,101.9062,-0.9426,16112.030132342501
5998,2018-05-11 12:38:40,59915,2335.9012,101.9078,-0.9513,16105.4711500084
5999,2018-05-11 12:38:50,59925,2335.1218,101.9078,-0.7794,16100.0973764026
6000,2018-05-11 12:39:00,59935,2334.1928,101.907,-0.929,16093.692147149599
6001,2018-05-11 12:39:10,59945,2333.6211,101.9062,-0.5717,16089.7504145727
6002,2018-05-11 12:39:20,59955,2332.4465,101.9127,-1.1745,16081.6518330005
6003,2018-05-11 12:39:30,59965,2331.362,101.9135,-1.0846,16074.174469034002
6004,2018-05-11 12:39:40,59975,2330.9797,101.9191,-0.3822,16071.5386034329
6005,2018-05-11 12:39:50,59985,2330.6164,101.9215,-0.3633,16069.033738214799
6006,2018-05-11 12:40:00,59995,2330.9852,101.932,0.3688,16071.576524596401
6007,2018-05-11 12:40:10,60005,2331.6328,101.9392,0.6476,16076.0415692296
6008,2018-05-11 12:40:20,60015,2332.9943,101.9425,1.3614,16085.428780885099
6009,2018-05-11 12:40:30,60025,2334.4044,101.9457,1.4102,16095.1510777308
6010,2018-05-11 12:40:40,60035,2336.2327,101.9441,1.8283,16107.7567619539
6011,2018-05-11 12:40:50,60045,2337.6411,101.9545,1.4083,16117.4673377127
6012,2018-05-11 12:41:00,60055,2339.1794,101.965,1.5383,16128.0735424058
6013,2018-05-11 12:41:10,60065,2339.7818,101.9731,0.6024,16132.226944022603
6014,2018-05-11 12:41:20,60075,2339.962,101.9811,0.1802,16133.469379234
6015,2018-05-11 12:41:30,60085,2339.7524,101.9892,-0.2096,16132.0242381668
