line,datetime,minutes,p_psi,t_degC,dp_psi,p_kpa
6016,2018-05-11 12:41:40,60095,2339.0472,101.9876,-0.7052,16127.1620555304
6017,2018-05-11 12:41:50,60105,2338.0369,101.9868,-1.0103,16120.196282533301
6018,2018-05-11 12:42:00,60115,2336.9419,101.9851,-1.0949,16112.6465236183
6019,2018-05-11 12:42:10,60125,2335.7515,101.9763,-1.1905,16104.4390048855
6020,2018-05-11 12:42:20,60135,2335.3961,101.969,-0.3554,16101.9886082477
6021,2018-05-11 12:42:30,60145,2335.4365,101.9594,0.0404,16102.267156430498
6022,2018-05-11 12:42:40,60155,2335.628,101.9586,0.1915,16103.587502396002
6023,2018-05-11 12:42:50,60165,2336.3724,101.9618,0.7444,16108.719959506801
6024,2018-05-11 12:43:00,60175,2337.4673,101.9634,1.0949,16116.269028946099
6025,2018-05-11 12:43:10,60185,2338.5758,101.9682,1.1085,16123.911867080602
6026,2018-05-11 12:43:20,60195,2339.6092,101.9706,1.0334,16131.0369089644
6027,2018-05-11 12:43:30,60205,2340.2101,101.9706,0.6009,16135.179968445698
6028,2018-05-11 12:43:40,60215,2341.064,101.969,0.8539,16141.067401448
6029,2018-05-11 12:43:50,60225,2341.711,101.9723,0.647,16145.528309226998
6030,2018-05-11 12:44:00,60235,2341.6306,101.9763,-0.0804,16144.9739707642
6031,2018-05-11 12:44:10,60245,2341.7118,101.9763,0.0812,16145.5338250326
6032,2018-05-11 12:44:20,60255,2341.288,101.9682,-0.4238,16142.611827016
6033,2018-05-11 12:44:30,60265,2340.8427,101.9666,-0.4453,16139.541591723902
6034,2018-05-11 12:44:40,60275,2340.247,101.9602,-0.5956,16135.434384979
6035,2018-05-11 12:44:50,60285,2339.4411,101.9578,-0.806,16129.8779003127
6036,2018-05-11 12:45:00,60295,2338.8761,101.9586,-0.565,16125.9823626077
6037,2018-05-11 12:45:10,60305,2338.8258,101.9505,-0.0503,16125.6355563306
6038,2018-05-11 12:45:20,60315,2338.578,101.9457,-0.2478,16123.927035546001
6039,2018-05-11 12:45:30,60325,2338.4311,101.9417,-0.1469,16122.914195742698
6040,2018-05-11 12:45:40,60335,2338.0961,101.9392,-0.335,16120.604452147702
6041,2018-05-11 12:45:50,60345,2338.2287,101.936,0.1326,16121.518696925901
6042,2018-05-11 12:46:00,60355,2338.0568,101.9376,-0.1718,16120.333488197599
6043,2018-05-11 12:46:10,60365,2337.9073,101.9368,-0.1496,16119.3027220261
6044,2018-05-11 12:46:20,60375,2337.2456,101.9417,-0.6617,16114.740461319201
6045,2018-05-11 12:46:30,60385,2336.7475,101.9352,-0.4981,16111.306182857501
6046,2018-05-11 12:46:40,60395,2336.2055,101.9376,-0.5419,16107.5692245635
6047,2018-05-11 12:46:50,60405,2335.9132,101.9376,-0.2923,16105.553887092401
6048,2018-05-11 12:47:00,60415,2335.2278,101.9368,-0.6855,16100.828220644602
6049,2018-05-11 12:47:10,60425,2334.2365,101.9328,-0.9913,16093.9934480305
6050,2018-05-11 12:47:20,60435,2333.3603,101.9368,-0.8762,16087.952261947099
6051,2018-05-11 12:47:30,60445,2332.2485,101.9312,-1.1118,16080.286671114502
6052,2018-05-11 12:47:40,60455,2331.4176,101.9344,-0.8309,16074.557817523202
6053,2018-05-11 12:47:50,60465,2331.3005,101.9336,-0.1171,16073.7504414785
6054,2018-05-11 12:48:00,60475,2331.7756,101.9384,0.475,16077.0261405292
6055,2018-05-11 12:48:10,60485,2332.7764,101.9409,1.0008,16083.926413334802
6056,2018-05-11 12:48:20,60495,2333.5769,101.9497,0.8006,16089.4456663133
6057,2018-05-11 12:48:30,60505,2335.1435,101.9553,1.5666,16100.246992629502
6058,2018-05-11 12:48:40,60515,2336.4888,101.9586,1.3453,16109.5225092216
6059,2018-05-11 12:48:50,60525,2337.1701,101.9545,0.6813,16114.2199071657
6060,2018-05-11 12:49:00,60535,2338.2291,101.9553,1.059,16121.5214548287
6061,2018-05-11 12:49:10,60545,2339.1914,101.9602,0.9623,16128.156279489802
6062,2018-05-11 12:49:20,60555,2339.6794,101.9642,0.488,16131.520920905801
6063,2018-05-11 12:49:30,60565,2339.5997,101.9723,-0.0797,16130.971408772903
6064,2018-05-11 12:49:40,60575,2339.474,101.9771,-0.1258,16130.104737818001
6065,2018-05-11 12:49:50,60585,2339.5167,101.9795,0.0427,16130.399143941902
6066,2018-05-11 12:50:00,60595,2339.3467,101.9739,-0.17,16129.2270352519
6067,2018-05-11 12:50:10,60605,2339.4834,101.9755,0.1367,16130.1695485338
6068,2018-05-11 12:50:20,60615,2339.3135,101.9698,-0.17,16128.998129319501
6069,2018-05-11 12:50:30,60625,2339.4169,101.9674,0.1035,16129.711047193301
6070,2018-05-11 12:50:40,60635,2339.3939,101.9658,-0.023,16129.552467782301
6071,2018-05-11 12:50:50,60645,2339.1442,101.9682,-0.2496,16127.830846959401
6072,2018-05-11 12:51:00,60655,2339.0494,101.965,-0.0948,16127.177223995799
6073,2018-05-11 12:51:10,60665,2338.7212,101.9642,-0.3282,16124.9143647484
6074,2018-05-11 12:51:20,60675,2338.4538,101.9586,-0.2674,16123.0707067266
6075,2018-05-11 12:51:30,60685,2338.3598,101.9594,-0.094,16122.422599568601
6076,2018-05-11 12:51:40,60695,2338.1094,101.9578,-0.2504,16120.6961524158
6077,2018-05-11 12:51:50,60705,2337.9991,101.9586,-0.1103,16119.9356607187
6078,2018-05-11 12:52:00,60715,2338.0153,101.9586,0.0162,16120.0473557821
6079,2018-05-11 12:52:10,60725,2337.8001,101.9537,-0.2153,16118.5636040757
6080,2018-05-11 12:52:20,60735,2337.9409,101.9602,0.1409,16119.534385861301
6081,2018-05-11 12:52:30,60745,2337.7846,101.9578,-0.1564,16118.4567353422
6082,2018-05-11 12:52:40,60755,2337.6505,101.9529,-0.1341,16117.532148428501
6083,2018-05-11 12:52:50,60765,2337.7034,101.9578,0.0529,16117.8968810738
6084,2018-05-11 12:53:00,60775,2337.7581,101.9553,0.0548,16118.2740242817
6085,2018-05-11 12:53:10,60785,2337.2959,101.9497,-0.4623,16115.087267596302
6086,2018-05-11 12:53:20,60795,2336.7452,101.9578,-0.5507,16111.2903249164
6087,2018-05-11 12:53:30,60805,2336.2187,101.9562,-0.5265,16107.6602353559
6088,2018-05-11 12:53:40,60815,2335.9623,101.957,-0.2564,16105.892419661102
6089,2018-05-11 12:53:50,60825,2335.7485,101.9602,-0.2138,16104.4183206145
6090,2018-05-11 12:54:00,60835,2335.6632,101.9553,-0.0853,16103.8301978424
6091,2018-05-11 12:54:10,60845,2336.4895,101.9626,0.8263,16109.527335551502
6092,2018-05-11 12:54:20,60855,2337.5606,101.9586,1.0711,16116.9123097742
6093,2018-05-11 12:54:30,60865,2338.6665,101.9666,1.1059,16124.537221540499
6094,2018-05-11 12:54:40,60875,2340.3007,101.969,1.6343,16135.8046334299
6095,2018-05-11 12:54:50,60885,2341.8391,101.9795,1.5384,16146.411527598702
6096,2018-05-11 12:55:00,60895,2343.158,101.9803,1.3189,16155.505022606
6097,2018-05-11 12:55:10,60905,2344.877,101.9835,1.7189,16167.357109889
6098,2018-05-11 12:55:20,60915,2346.4036,101.9835,1.5267,16177.882645925201
6099,2018-05-11 12:55:30,60925,2347.6081,101.9803,1.2044,16186.1873807317
6100,2018-05-11 12:55:40,60935,2348.4278,101.9706,0.8198,16191.8390130446
6101,2018-05-11 12:55:50,60945,2348.9125,101.9739,0.4846,16195.1809017625
6102,2018-05-11 12:56:00,60955,2348.8142,101.9698,-0.0983,16194.503147149399
6103,2018-05-11 12:56:10,60965,2348.7125,101.965,-0.1017,16193.801950362502
6104,2018-05-11 12:56:20,60975,2348.1287,101.9537,-0.5838,16189.776791225902
6105,2018-05-11 12:56:30,60985,2347.3031,101.9505,-0.8257,16184.0844798467
6106,2018-05-11 12:56:40,60995,2346.1586,101.9449,-1.1444,16176.193430460202
6107,2018-05-11 12:56:50,61005,2345.0475,101.9433,-1.1111,16168.532665957502
6108,2018-05-11 12:57:00,61015,2343.9373,101.9304,-1.1101,16160.878106736101
6109,2018-05-11 12:57:10,61025,2342.5827,101.9288,-1.3547,16151.5384689039
6110,2018-05-11 12:57:20,61035,2341.6094,101.9175,-0.9733,16144.827801915799
6111,2018-05-11 12:57:30,61045,2340.3053,101.9086,-1.3041,16135.8363493121
6112,2018-05-11 12:57:40,61055,2339.5292,101.9094,-0.776,16130.4853284044
6113,2018-05-11 12:57:50,61065,2338.6149,101.9006,-0.9143,16124.181452079301
6114,2018-05-11 12:58:00,61075,2337.5885,101.8998,-1.0264,16117.1046734945
6115,2018-05-11 12:58:10,61085,2336.2732,101.8998,-1.3153,16108.0359996124
6116,2018-05-11 12:58:20,61095,2335.0452,101.8974,-1.2281,16099.5692380164
6117,2018-05-11 12:58:30,61105,2334.2102,101.8958,-0.8349,16093.8121159214
6118,2018-05-11 12:58:40,61115,2333.6514,101.8941,-0.5589,16089.959325709802
6119,2018-05-11 12:58:50,61125,2333.0641,101.8974,-0.5872,16085.910034923701
6120,2018-05-11 12:59:00,61135,2332.4979,101.9094,-0.5662,16082.0062235103
6121,2018-05-11 12:59:10,61145,2332.3762,101.9191,-0.1217,16081.167131583401
6122,2018-05-11 12:59:20,61155,2332.1293,101.9183,-0.247,16079.4648160801
6123,2018-05-11 12:59:30,61165,2331.8256,101.9272,-0.3037,16077.3708783792
6124,2018-05-11 12:59:40,61175,2332.3161,101.928,0.4906,16080.7527566877
6125,2018-05-11 12:59:50,61185,2333.0415,101.9344,0.7254,16085.7542134155
6126,2018-05-11 13:00:00,61195,2334.721,101.936,1.6794,16097.333957797
6127,2018-05-11 13:00:10,61205,2337.0292,101.9481,2.3083,16113.248435904401
6128,2018-05-11 13:00:20,61215,2339.4033,101.9642,2.3741,16129.6172784981
6129,2018-05-11 13:00:30,61225,2340.8382,101.9771,1.4349,16139.510565317401
6130,2018-05-11 13:00:40,61235,2342.3117,101.9876,1.4735,16149.669989756901
6131,2018-05-11 13:00:50,61245,2343.4827,101.9956,1.171,16157.743750203901
6132,2018-05-11 13:01:00,61255,2344.6529,101.9996,1.1702,16165.8119948453
6133,2018-05-11 13:01:10,61265,2344.9939,101.9996,0.3411,16168.1631069823
6134,2018-05-11 13:01:20,61275,2345.018,101.99,0.024,16168.329270626
6135,2018-05-11 13:01:30,61285,2345.1607,101.9892,0.1428,16169.3131524499
6136,2018-05-11 13:01:40,61295,2345.0787,101.9851,-0.082,16168.7477823759
6137,2018-05-11 13:01:50,61305,2344.9437,101.9763,-0.135,16167.8169901809
6138,2018-05-11 13:02:00,61315,2344.1018,101.9731,-0.8419,16162.0122942626
6139,2018-05-11 13:02:10,61325,2343.4823,101.961,-0.6196,16157.740992301102
6140,2018-05-11 13:02:20,61335,2343.1986,101.9553,-0.2837,16155.784949740202
6141,2018-05-11 13:02:30,61345,2342.6157,101.9481,-0.5828,16151.7659958849
6142,2018-05-11 13:02:40,61355,2342.1319,101.9489,-0.4838,16148.4303124483
6143,2018-05-11 13:02:50,61365,2341.4226,101.9425,-0.7093,16143.5398613082
6144,2018-05-11 13:03:00,61375,2340.9713,101.9433,-0.4513,16140.428257474101
6145,2018-05-11 13:03:10,61385,2340.5279,101.9344,-0.4434,16137.3711222203
6146,2018-05-11 13:03:20,61395,2340.2817,101.9376,-0.2462,16135.673633046901
6147,2018-05-11 13:03:30,61405,2339.9013,101.936,-0.3803,16133.0508674841
6148,2018-05-11 13:03:40,61415,2339.316,101.932,-0.5854,16129.015366212
6149,2018-05-11 13:03:50,61425,2339.069,101.9312,-0.247,16127.312361233
6150,2018-05-11 13:04:00,61435,2338.5757,101.9336,-0.4932,16123.9111776049
6151,2018-05-11 13:04:10,61445,2338.1407,101.9344,-0.4351,16120.9119583099
6152,2018-05-11 13:04:20,61455,2337.5391,101.9304,-0.6016,16116.7640724987
6153,2018-05-11 13:04:30,61465,2337.2672,101.9352,-0.2719,16114.889388070398
6154,2018-05-11 13:04:40,61475,2336.7007,101.928,-0.5665,16110.9835082299
6155,2018-05-11 13:04:50,61485,2335.9416,101.9328,-0.7591,16105.7496981912
6156,2018-05-11 13:05:00,61495,2335.6107,101.9352,-0.3308,16103.468223099902
6157,2018-05-11 13:05:10,61505,2335.0458,101.936,-0.565,16099.573374870599
6158,2018-05-11 13:05:20,61515,2334.3373,101.9336,-0.7085,16094.688439536101
6159,2018-05-11 13:05:30,61525,2333.9679,101.9384,-0.3694,16092.141516300302
6160,2018-05-11 13:05:40,61535,2333.5815,101.9392,-0.3864,16089.477382195499
6161,2018-05-11 13:05:50,61545,2333.6858,101.9409,0.1042,16090.196505350603
6162,2018-05-11 13:06:00,61555,2334.443,101.9433,0.7572,16095.417215351003
6163,2018-05-11 13:06:10,61565,2335.6009,101.9521,1.1579,16103.4006544813
6164,2018-05-11 13:06:20,61575,2336.8189,101.9521,1.218,16111.798468507302
6165,2018-05-11 13:06:30,61585,2338.1615,101.9586,1.3426,16121.055369255502
6166,2018-05-11 13:06:40,61595,2340.8744,101.9626,2.7129,16139.760155520802
6167,2018-05-11 13:06:50,61605,2342.4539,101.9674,1.5795,16150.6504242023
6168,2018-05-11 13:07:00,61615,2343.6565,101.9715,1.2026,16158.9420589705
6169,2018-05-11 13:07:10,61625,2344.8455,101.9723,1.189,16167.1399250435
6170,2018-05-11 13:07:20,61635,2344.966,101.9739,0.1205,16167.970743262
6171,2018-05-11 13:07:30,61645,2344.7472,101.9682,-0.2188,16166.462170430399
6172,2018-05-11 13:07:40,61655,2344.2369,101.9666,-0.5103,16162.9437759333
6173,2018-05-11 13:07:50,61665,2343.2489,101.9634,-0.9881,16156.131756017301
6174,2018-05-11 13:08:00,61675,2342.4156,101.9545,-0.8333,16150.3863550092
6175,2018-05-11 13:08:10,61685,2341.4174,101.9489,-0.9982,16143.5040085718
6176,2018-05-11 13:08:20,61695,2340.52,101.9441,-0.8974,16137.31665364
6177,2018-05-11 13:08:30,61705,2339.4817,101.9328,-1.0383,16130.1578274469
6178,2018-05-11 13:08:40,61715,2338.4322,101.9304,-1.0495,16122.921779975402
6179,2018-05-11 13:08:50,61725,2337.348,101.9159,-1.0843,16115.446484436
6180,2018-05-11 13:09:00,61735,2336.5591,101.9175,-0.7889,16110.0072106387
6181,2018-05-11 13:09:10,61745,2336.0859,101.9054,-0.4732,16106.7446116263
6182,2018-05-11 13:09:20,61755,2335.3748,101.9062,-0.7111,16101.8417499236
6183,2018-05-11 13:09:30,61765,2334.8937,101.9038,-0.4811,16098.5246823309
6184,2018-05-11 13:09:40,61775,2334.3775,101.9046,-0.5162,16094.965608767501
6185,2018-05-11 13:09:50,61785,2334.115,101.9078,-0.2625,16093.155735055
6186,2018-05-11 13:10:00,61795,2333.6543,101.9103,-0.4607,16089.979320505101
6187,2018-05-11 13:10:10,61805,2333.1996,101.9103,-0.4547,16086.8442744972
6188,2018-05-11 13:10:20,61815,2333.0866,101.9143,-0.1129,16086.065166956201
6189,2018-05-11 13:10:30,61825,2332.519,101.9183,-0.5676,16082.151702882999
6190,2018-05-11 13:10:40,61835,2332.0881,101.9239,-0.431,16079.180752091701
6191,2018-05-11 13:10:50,61845,2331.3323,101.9296,-0.7557,16073.9696947511
6192,2018-05-11 13:11:00,61855,2329.6475,101.9344,-1.6848,16062.353408157502
6193,2018-05-11 13:11:10,61865,2329.6902,101.9368,0.0426,16062.647814281401
6194,2018-05-11 13:11:20,61875,2329.8031,101.9328,0.113,16063.426232346701
6195,2018-05-11 13:11:30,61885,2330.0596,101.932,0.2564,16065.1947375172
6196,2018-05-11 13:11:40,61895,2331.1415,101.9344,1.082,16072.654175115502
6197,2018-05-11 13:11:50,61905,2332.3832,101.94,1.2417,16081.215394882402
6198,2018-05-11 13:12:00,61915,2334.6,101.9497,2.2168,16096.4996922
6199,2018-05-11 13:12:10,61925,2336.8766,101.9658,2.2766,16112.196295986201
6200,2018-05-11 13:12:20,61935,2339.3619,101.9851,2.4852,16129.3318355583
6201,2018-05-11 13:12:30,61945,2341.502,101.9996,2.1402,16144.087305014
6202,2018-05-11 13:12:40,61955,2342.8158,102.0069,1.3137,16153.145636760599
6203,2018-05-11 13:12:50,61965,2344.1749,102.0133,1.3591,16162.516300999301
6204,2018-05-11 13:13:00,61975,2345.1408,102.019,0.9659,16169.1759467856
6205,2018-05-11 13:13:10,61985,2345.4794,102.0069,0.3386,16171.510511505801
6206,2018-05-11 13:13:20,61995,2345.6546,102.0061,0.1752,16172.7184729322
6207,2018-05-11 13:13:30,62005,2345.1076,101.9996,-0.547,16168.9470408532
6208,2018-05-11 13:13:40,62015,2344.2845,101.9932,-0.8231,16163.271966366501
6209,2018-05-11 13:13:50,62025,2343.4255,101.9859,-0.859,16157.349370103499
6210,2018-05-11 13:14:00,62035,2341.9939,101.9739,-1.4316,16147.4788359823
6211,2018-05-11 13:14:10,62045,2340.4453,101.961,-1.5486,16136.801615292099
6212,2018-05-11 13:14:20,62055,2338.9557,101.9505,-1.4896,16126.531185264901
6213,2018-05-11 13:14:30,62065,2337.3669,101.9473,-1.5889,16115.5767953433
6214,2018-05-11 13:14:40,62075,2335.8381,101.9352,-1.5288,16105.0360908417
6215,2018-05-11 13:14:50,62085,2334.545,101.9328,-1.2931,16096.120480565001
6216,2018-05-11 13:15:00,62095,2333.5212,101.9288,-1.0238,16089.061628348401
6217,2018-05-11 13:15:10,62105,2333.1179,101.9256,-0.4033,16086.280972850302
6218,2018-05-11 13:15:20,62115,2333.3811,101.9264,0.2632,16088.095672892701
6219,2018-05-11 13:15:30,62125,2334.3799,101.936,0.9988,16094.9821561843
6220,2018-05-11 13:15:40,62135,2335.8626,101.9449,1.4827,16105.2050123882
6221,2018-05-11 13:15:50,62145,2337.2452,101.957,1.3826,16114.7377034164
6222,2018-05-11 13:16:00,62155,2339.3803,101.9626,2.135,16129.4586990871
6223,2018-05-11 13:16:10,62165,2341.2495,101.9706,1.8692,16142.3463788715
6224,2018-05-11 13:16:20,62175,2342.6931,101.9779,1.4436,16152.2996500767
6225,2018-05-11 13:16:30,62185,2343.4795,101.9795,0.7864,16157.7216869815
6226,2018-05-11 13:16:40,62195,2343.9966,101.9827,0.5171,16161.2869658262
6227,2018-05-11 13:16:50,62205,2344.7787,101.9795,0.7822,16166.679355275899
6228,2018-05-11 13:17:00,62215,2345.4155,101.9803,0.6368,16171.0699365335
6229,2018-05-11 13:17:10,62225,2345.5242,101.9715,0.1086,16171.8193966194
6230,2018-05-11 13:17:20,62235,2345.4063,101.9666,-0.1179,16171.0065047691
6231,2018-05-11 13:17:30,62245,2345.3525,101.9578,-0.0538,16170.6355668425
6232,2018-05-11 13:17:40,62255,2344.9012,101.9586,-0.4513,16167.5239630084
6233,2018-05-11 13:17:50,62265,2344.6517,101.9457,-0.2495,16165.8037211369
6234,2018-05-11 13:18:00,62275,2343.6312,101.9425,-1.0205,16158.767621618399
6235,2018-05-11 13:18:10,62285,2342.7988,101.9376,-0.8324,16153.0284258916
6236,2018-05-11 13:18:20,62295,2341.7945,101.9344,-1.0042,16146.1040214365
6237,2018-05-11 13:18:30,62305,2340.5879,101.9256,-1.2067,16137.7848076403
6238,2018-05-11 13:18:40,62315,2339.2563,101.9256,-1.3316,16128.6037492191
6239,2018-05-11 13:18:50,62325,2337.7932,101.9175,-1.463,16118.516030252402
6240,2018-05-11 13:19:00,62335,2336.7694,101.9135,-1.0238,16111.457178035802
6241,2018-05-11 13:19:10,62345,2335.7917,101.9127,-0.9777,16104.716174116902
6242,2018-05-11 13:19:20,62355,2333.7347,101.9062,-2.057,16090.533658967901
6243,2018-05-11 13:19:30,62365,2332.2469,101.9038,-1.4879,16080.275639503301
6244,2018-05-11 13:19:40,62375,2331.3504,101.903,-0.8965,16074.0944898528
6245,2018-05-11 13:19:50,62385,2330.5161,101.9054,-0.8342,16068.3421940877
6246,2018-05-11 13:20:00,62395,2330.527,101.9119,0.0109,16068.417346939
6247,2018-05-11 13:20:10,62405,2331.4283,101.9215,0.9013,16074.6315914231
6248,2018-05-11 13:20:20,62415,2333.0435,101.9272,1.6152,16085.768002929502
6249,2018-05-11 13:20:30,62425,2333.9037,101.9425,0.8602,16091.698872900899
6250,2018-05-11 13:20:40,62435,2335.3071,101.9441,1.4034,16101.374974874701
6251,2018-05-11 13:20:50,62445,2337.2188,101.9545,1.9117,16114.555681831602
6252,2018-05-11 13:21:00,62455,2339.4864,101.957,2.2676,16130.190232804798
6253,2018-05-11 13:21:10,62465,2341.2563,101.9723,1.7699,16142.3932632191
6254,2018-05-11 13:21:20,62475,2342.9196,101.9739,1.6634,16153.861312537201
6255,2018-05-11 13:21:30,62485,2344.3607,101.9843,1.441,16163.797346849902
6256,2018-05-11 13:21:40,62495,2345.0779,101.9811,0.7172,16168.742266570302
6257,2018-05-11 13:21:50,62505,2345.2369,101.9803,0.159,16169.8385329333
6258,2018-05-11 13:22:00,62515,2344.8728,101.9787,-0.3641,16167.328151909602
6259,2018-05-11 13:22:10,62525,2344.0719,101.9698,-0.8008,16161.8061410283
6260,2018-05-11 13:22:20,62535,2342.8044,101.9658,-1.2676,16153.0670365308
6261,2018-05-11 13:22:30,62545,2341.2736,101.961,-1.5308,16142.5125425152
6262,2018-05-11 13:22:40,62555,2339.7413,101.9481,-1.5323,16131.9477063641
6263,2018-05-11 13:22:50,62565,2338.626,101.9417,-1.1153,16124.257983882002
6264,2018-05-11 13:23:00,62575,2338.4202,101.9352,-0.2058,16122.8390428914
6265,2018-05-11 13:23:10,62585,2338.4092,101.9288,-0.011,16122.7632005644
6266,2018-05-11 13:23:20,62595,2338.3076,101.9239,-0.1016,16122.062693253201
6267,2018-05-11 13:23:30,62605,2338.1947,101.928,-0.1129,16121.2842751879
6268,2018-05-11 13:23:40,62615,2338.1607,101.9199,-0.034,16121.0498534499
6269,2018-05-11 13:23:50,62625,2337.8563,101.9247,-0.3044,16118.9510894191
6270,2018-05-11 13:24:00,62635,2337.2101,101.9256,-0.6462,16114.4956974457
6271,2018-05-11 13:24:10,62645,2336.6025,101.9239,-0.6076,16110.3064430925
6272,2018-05-11 13:24:20,62655,2335.7486,101.9256,-0.8539,16104.4190100902
6273,2018-05-11 13:24:30,62665,2335.3872,101.9207,-0.3614,16101.927244910401
6274,2018-05-11 13:24:40,62675,2334.4034,101.9223,-0.9838,16095.144182973801
6275,2018-05-11 13:24:50,62685,2333.7112,101.9199,-0.6922,16090.371632178401
6276,2018-05-11 13:25:00,62695,2332.9446,101.9191,-0.7666,16085.086111462198
6277,2018-05-11 13:25:10,62705,2332.1928,101.9103,-0.7518,16079.902633149599
6278,2018-05-11 13:25:20,62715,2331.9979,101.9103,-0.1949,16078.558845010299
6279,2018-05-11 13:25:30,62725,2331.5365,101.9086,-0.4615,16075.377604130501
6280,2018-05-11 13:25:40,62735,2330.6725,101.9078,-0.864,16069.420534082501
6281,2018-05-11 13:25:50,62745,2330.1691,101.9078,-0.5034,16065.949713408701
6282,2018-05-11 13:26:00,62755,2329.8511,101.9094,-0.318,16063.7571806827
6283,2018-05-11 13:26:10,62765,2329.6698,101.9127,-0.1813,16062.507161238602
6284,2018-05-11 13:26:20,62775,2329.186,101.9135,-0.4838,16059.171477802001
6285,2018-05-11 13:26:30,62785,2328.9661,101.9191,-0.2199,16057.655320737702
6286,2018-05-11 13:26:40,62795,2328.4823,101.9199,-0.4838,16054.319637301101
6287,2018-05-11 13:26:50,62805,2328.0967,101.9247,-0.3857,16051.6610190019
6288,2018-05-11 13:27:00,62815,2326.9579,101.932,-1.1388,16043.8092697303
6289,2018-05-11 13:27:10,62825,2326.4281,101.9296,-0.5298,16040.156427471702
6290,2018-05-11 13:27:20,62835,2326.6588,101.9304,0.2307,16041.747047911602
6291,2018-05-11 13:27:30,62845,2326.6385,101.9256,-0.0203,16041.607084344501
