date,hora,choke_in,whp_psig,wht_degF,p_choke_psig,t_choke_degF,p_abs_psia,dp_inH2O,t_gas_degF,orifice_in,gas_sg,gas_mmscfd,gor_scf_bbl,liq_bbl_h,liq_cum_bbl,bsw_pct,oil_sg,oil_bbl_h,oil_bopd,oil_cum_bbl,t_oil_degF,api,wat_bbl_h,wat_bwpd,wat_cum_bbl,ph,salinity_ppm,hour
2018-08-02,7:00,"""12/64""""""",600.0,,,,130.0,116.0,81.0,0.375,0.952,0.087,796.7,13.0,4364.3,65.0,,4.55,109.2,852.27,,,8.45,202.8,3512.59,7.0,21000.0,7
2018-08-02,8:00,"""12/64""""""",610.0,,,,130.0,120.0,82.0,0.375,0.952,0.089,606.93,13.0,4377.3,53.0,,6.11,146.6,858.38,,,6.89,165.4,3519.48,7.0,21000.0,8
2018-08-02,9:00,"""12/64""""""",610.0,,,,130.0,120.0,82.0,0.375,0.952,0.089,662.2,14.0,4391.3,60.0,,5.6,134.4,863.98,,,8.4,201.6,3527.88,7.0,21000.0,9
2018-08-02,10:00,"""12/64""""""",610.0,,,,130.0,120.0,84.0,0.375,0.952,0.088,564.1,13.0,4404.3,50.0,,6.5,156.0,870.48,,,6.5,156.0,3534.38,7.0,21000.0,10
2018-08-02,11:00,"""12/64""""""",610.0,,,,130.0,119.0,87.0,0.375,0.952,0.088,805.86,13.0,4417.3,65.0,,4.55,109.2,875.03,,,8.45,202.8,3542.83,7.0,21000.0,11
2018-08-02,12:00,"""12/64""""""",610.0,,,,130.0,118.0,90.0,0.375,0.952,0.087,995.88,13.0,4430.3,72.0,,3.64,87.4,878.67,,,9.36,224.6,3552.19,7.0,21000.0,12
2018-08-02,13:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,619.66,13.0,4443.3,55.0,,5.85,140.4,884.52,,,7.15,171.6,3559.34,7.0,21000.0,13
2018-08-02,14:00,"""12/64""""""",610.0,,,,130.0,116.0,96.0,0.375,0.952,0.086,861.38,13.0,4456.3,68.0,,4.16,99.8,888.68,,,8.84,212.2,3568.18,7.0,21000.0,14
2018-08-02,15:00,"""12/64""""""",610.0,,,,130.0,117.0,96.0,0.375,0.952,0.086,473.99,14.0,4470.3,46.0,,7.56,181.4,896.24,,,6.44,154.6,3574.62,7.0,21000.0,15
2018-08-02,16:00,"""12/64""""""",610.0,,,,130.0,120.0,96.0,0.375,0.952,0.086,799.85,14.0,4484.3,68.0,,4.48,107.5,900.72,,,9.52,228.5,3584.14,7.0,21000.0,16
2018-08-02,17:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,995.88,13.0,4497.3,72.0,,3.64,87.4,904.36,,,9.36,224.6,3593.5,7.0,21000.0,17
2018-08-02,18:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,497.94,13.0,4510.3,44.0,,7.28,174.7,911.64,,,5.72,137.3,3599.22,7.0,21000.0,18
2018-08-02,19:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,1032.76,13.0,4523.3,73.0,,3.51,84.2,915.15,,,9.49,227.8,3608.71,7.0,21000.0,19
2018-08-02,20:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,408.22,12.0,4535.3,26.0,,8.88,213.1,924.03,,,3.12,74.9,3611.83,7.0,21000.0,20
2018-08-02,21:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,686.55,11.0,4546.3,52.0,,5.28,126.7,929.31,,,5.72,137.3,3617.55,7.0,21000.0,21
2018-08-02,22:00,"""12/64""""""",610.0,,,,130.0,119.0,96.0,0.375,0.952,0.087,863.1,12.0,4558.3,65.0,,4.2,100.8,933.51,,,7.8,187.2,3625.35,7.0,21000.0,22
2018-08-02,23:00,"""12/64""""""",610.0,,,,130.0,120.0,87.0,0.375,0.952,0.088,804.09,12.0,4570.3,62.0,,4.56,109.4,938.07,,,7.44,178.6,3632.79,7.0,21000.0,23
2018-08-03,0:00,"""12/64""""""",680.0,,,,125.0,126.0,84.0,0.375,0.952,0.089,679.18,13.0,4889.8,58.0,,5.46,131.0,1085.96,,,7.54,181.0,3803.9,7.0,22000.0,0
2018-08-03,1:00,"""12/64""""""",610.0,,,,130.0,119.0,81.0,0.375,0.952,0.088,805.86,13.0,4595.8,65.0,,4.55,109.2,947.06,,,8.45,202.8,3648.8,7.0,21000.0,1
2018-08-03,2:00,"""12/64""""""",610.0,,,,130.0,119.0,78.0,0.375,0.952,0.089,779.06,14.0,4609.8,66.0,,4.76,114.24,951.82,,,9.24,212.04,3658.04,7.0,21000.0,2
2018-08-03,3:00,"""12/64""""""",610.0,,,,130.0,120.0,78.0,0.375,0.952,0.089,713.14,13.0,4622.8,60.0,,5.2,124.8,957.02,,,7.8,219.84,3665.84,7.0,21000.0,3
2018-08-03,4:00,"""12/64""""""",610.0,,,,130.0,120.0,79.0,0.375,0.952,0.089,756.8,14.0,4636.8,65.0,,4.9,117.6,961.92,,,9.1,218.4,3674.94,7.0,21000.0,4
2018-08-03,5:00,"""12/64""""""",610.0,,,,130.0,124.0,81.0,0.375,0.952,0.09,625.0,12.0,4648.8,50.0,,6.0,144.0,967.92,,,6.0,144.0,3680.94,7.0,21000.0,5
2018-08-03,6:00,"""12/64""""""",610.0,,,,130.0,124.0,81.0,0.375,0.952,0.09,759.11,13.0,4661.8,62.0,,4.94,118.56,972.86,,,8.06,193.44,3689.0,7.0,21000.0,6
2018-08-03,7:00,"""12/64""""""",620.0,,,,130.0,124.0,81.0,0.375,0.952,0.088,763.89,12.0,4673.8,60.0,,4.8,115.2,977.66,,,7.2,172.8,3696.2,7.0,21000.0,7
2018-08-03,8:00,"""12/64""""""",620.0,,,,130.0,124.0,81.0,0.375,0.952,0.09,625.0,12.0,4685.8,50.0,,6.0,144.0,983.66,,,6.0,144.0,3702.2,7.0,21000.0,8
2018-08-03,9:00,"""12/64""""""",620.0,,,,130.0,124.0,81.0,0.375,0.952,0.09,554.73,13.0,4698.8,48.0,,6.76,162.2,990.42,,,6.24,149.76,3708.44,7.0,21000.0,9
2018-08-03,10:00,"""12/64""""""",620.0,,,,130.0,124.0,83.0,0.375,0.952,0.09,554.73,13.0,4711.8,48.0,,6.76,162.2,997.18,,,6.24,149.76,3714.68,7.0,21000.0,10
2018-08-03,11:00,"""12/64""""""",630.0,,,,140.0,130.0,87.0,0.375,0.952,0.095,471.23,12.0,4723.8,30.0,,8.4,201.6,1005.58,,,3.6,86.4,3718.28,7.0,21000.0,11
2018-08-03,12:00,"""12/64""""""",630.0,,,,140.0,130.0,88.0,0.375,0.952,0.095,659.72,12.0,4735.8,50.0,,6.0,144.0,1011.58,,,6.0,144.0,3724.28,7.0,21000.0,12
2018-08-03,13:00,"""12/64""""""",640.0,,,,140.0,129.0,91.0,0.375,0.952,0.095,742.65,13.0,4748.8,59.0,,5.33,127.9,1016.91,,,7.67,184.1,3731.95,7.0,21000.0,13
2018-08-03,14:00,"""12/64""""""",640.0,,,,135.0,112.0,93.0,0.375,0.952,0.086,452.44,12.0,4760.8,34.0,,7.92,190.1,1024.83,,,4.08,97.9,3736.03,7.0,21000.0,14
2018-08-03,15:00,"""12/64""""""",640.0,,,,135.0,112.0,93.0,0.375,0.952,0.086,481.63,12.0,4772.8,38.0,,7.44,178.6,1032.27,,,4.56,109.4,3740.59,7.0,21000.0,15
2018-08-03,16:00,"""12/64""""""",640.0,,,,140.0,113.0,96.0,0.375,0.952,0.088,320.51,13.0,4785.8,12.0,,11.44,274.6,1043.71,,,1.56,37.4,3742.15,7.0,21000.0,16
2018-08-03,17:00,"""12/64""""""",640.0,,,,140.0,114.0,96.0,0.375,0.952,0.088,877.19,11.0,4796.8,62.0,,4.18,100.3,1047.89,,,6.82,163.7,3748.97,7.0,22000.0,17
2018-08-03,18:00,"""12/64""""""",640.0,,,,140.0,102.0,92.0,0.375,0.952,0.084,500.0,14.0,4810.8,50.0,,7.0,168.0,1054.89,,,7.0,168.0,3755.97,7.0,22000.0,18
2018-08-03,19:00,"""12/64""""""",660.0,,,,135.0,102.0,90.0,0.375,0.952,0.083,1773.5,13.0,4823.8,85.0,,1.95,46.8,1056.84,,,11.05,265.2,3767.02,7.0,22000.0,19
2018-08-03,20:00,"""12/64""""""",660.0,,,,130.0,120.0,88.0,0.375,0.952,0.088,503.66,14.0,4837.8,48.0,,7.28,174.7,1064.12,,,6.72,161.3,3773.74,7.0,22000.0,20
2018-08-03,21:00,"""12/64""""""",670.0,,,,130.0,114.0,87.0,0.375,0.952,0.086,725.37,13.0,4850.8,62.0,,4.94,118.6,1069.06,,,8.06,193.4,3781.8,7.0,22000.0,21
2018-08-03,22:00,"""12/64""""""",670.0,,,,130.0,112.0,87.0,0.375,0.952,0.085,633.57,13.0,4863.8,57.0,,5.59,134.2,1074.65,,,7.41,177.8,3789.21,7.0,22000.0,22
2018-08-03,23:00,"""12/64""""""",680.0,,,,125.0,126.0,84.0,0.375,0.952,0.089,633.9,13.0,4876.8,55.0,,5.85,140.4,1080.5,,,7.15,171.6,3796.36,7.0,22000.0,23
2018-08-04,0:00,"""12/64""""""",760.0,,,,120.0,63.0,84.0,0.5,0.952,0.108,721.15,13.0,5194.8,52.0,,6.24,149.8,1230.18,,,6.76,162.2,3964.68,7.0,22000.0,0
2018-08-04,1:00,"""12/64""""""",680.0,,,,125.0,129.0,83.0,0.375,0.952,0.09,535.71,14.0,4903.8,50.0,,7.0,168.0,1092.96,,,7.0,168.0,3810.9,7.0,22000.0,1
2018-08-04,2:00,"""12/64""""""",680.0,,,,125.0,132.0,83.0,0.375,0.952,0.091,560.9,13.0,4916.8,48.0,,6.76,162.24,1099.72,,,6.24,174.24,3817.14,7.0,22000.0,2
2018-08-04,3:00,"""12/64""""""",680.0,,,,125.0,132.0,83.0,0.375,0.952,0.091,541.67,14.0,4930.8,50.0,,7.0,168.0,1106.72,,,7.0,181.24,3824.14,7.0,22000.0,3
2018-08-04,4:00,"""12/64""""""",700.0,,,,125.0,133.0,81.0,0.375,0.952,0.092,684.52,14.0,4944.8,60.0,,5.6,134.4,1112.32,,,8.4,201.6,3832.54,7.0,22000.0,4
2018-08-04,5:00,"""12/64""""""",700.0,,,,125.0,133.0,81.0,0.375,0.952,0.092,702.08,13.0,4957.8,58.0,,5.46,131.04,1117.78,,,7.54,180.96,3840.08,7.0,22000.0,5
2018-08-04,6:00,"""12/64""""""",700.0,,,,125.0,134.0,81.0,0.375,0.952,0.092,679.67,12.0,4969.8,53.0,,5.64,135.36,1123.42,,,6.36,152.64,3846.44,7.0,22000.0,6
2018-08-04,7:00,"""12/64""""""",710.0,,,,125.0,134.0,81.0,0.375,0.952,0.092,702.08,13.0,4982.8,58.0,,5.46,131.0,1128.88,,,7.54,180.96,3853.98,7.0,22000.0,7
2018-08-04,8:00,"""12/64""""""",710.0,,,,125.0,136.0,81.0,0.375,0.952,0.093,717.59,12.0,4994.8,55.0,,5.4,129.6,1134.28,,,6.6,158.4,3860.58,7.0,22000.0,8
2018-08-04,9:00,"""12/64""""""",710.0,,,,125.0,142.0,83.0,0.375,0.952,0.094,627.67,13.0,5007.8,52.0,,6.24,149.8,1140.52,,,6.76,162.24,3867.34,7.0,22000.0,9
2018-08-04,10:00,"""12/64""""""",720.0,,,,125.0,144.0,69.0,0.375,0.952,0.097,706.59,13.0,5020.8,56.0,,5.72,137.3,1146.24,,,7.28,174.72,3874.62,7.0,22000.0,10
2018-08-04,11:00,"""12/64""""""",720.0,,,,125.0,145.0,79.0,0.375,0.952,0.096,680.27,12.0,5032.8,51.0,,5.88,141.1,1152.12,,,6.12,146.9,3880.74,7.0,22000.0,11
2018-08-04,12:00,"""12/64""""""",730.0,,,,125.0,148.0,83.0,0.375,0.952,0.096,649.35,14.0,5046.8,56.0,,6.16,147.8,1158.28,,,7.84,188.2,3888.58,7.0,22000.0,12
2018-08-04,13:00,"""12/64""""""",730.0,,,,130.0,150.0,90.0,0.375,0.952,0.098,773.36,12.0,5058.8,56.0,,5.28,126.7,1163.56,,,6.72,161.3,3895.3,7.0,22000.0,13
2018-08-04,14:00,"""12/64""""""",740.0,,,,130.0,150.0,93.0,0.375,0.952,0.097,734.85,11.0,5069.8,50.0,,5.5,132.0,1169.06,,,5.5,132.0,3900.8,7.0,22000.0,14
2018-08-04,15:00,"""12/64""""""",740.0,,,,120.0,60.0,93.0,0.5,0.952,0.108,833.33,12.0,5081.8,55.0,,5.4,129.6,1174.46,,,6.6,158.4,3907.4,7.0,22000.0,15
2018-08-04,16:00,"""12/64""""""",750.0,,,,120.0,60.0,93.0,0.5,0.952,0.108,815.22,12.0,5093.8,54.0,,5.52,132.5,1179.98,,,6.48,155.5,3913.88,7.0,22000.0,16
2018-08-04,17:00,"""12/64""""""",750.0,,,,120.0,60.0,92.0,0.5,0.952,0.105,795.45,11.0,5104.8,50.0,,5.5,132.0,1185.48,,,5.5,132.0,3919.38,7.0,22000.0,17
2018-08-04,18:00,"""12/64""""""",750.0,,,,120.0,60.0,90.0,0.5,0.952,0.105,759.55,12.0,5116.8,52.0,,5.76,138.2,1191.24,,,6.24,149.8,3925.62,7.0,22000.0,18
2018-08-04,19:00,"""12/64""""""",750.0,,,,120.0,60.0,86.0,0.5,0.952,0.106,800.12,12.0,5128.8,54.0,,5.52,132.5,1196.76,,,6.48,155.5,3932.1,7.0,22000.0,19
2018-08-04,20:00,"""12/64""""""",750.0,,,,120.0,60.0,84.0,0.5,0.952,0.106,722.86,13.0,5141.8,53.0,,6.11,146.6,1202.87,,,6.89,165.4,3938.99,7.0,22000.0,20
2018-08-04,21:00,"""12/64""""""",760.0,,,,120.0,60.0,84.0,0.5,0.952,0.106,617.72,13.0,5154.8,45.0,,7.15,171.6,1210.02,,,5.85,140.4,3944.84,7.0,22000.0,21
2018-08-04,22:00,"""12/64""""""",760.0,,,,120.0,60.0,84.0,0.5,0.952,0.106,595.24,14.0,5168.8,47.0,,7.42,178.1,1217.44,,,6.58,157.9,3951.42,7.0,22000.0,22
2018-08-04,23:00,"""12/64""""""",760.0,,,,120.0,60.0,84.0,0.5,0.952,0.106,679.49,13.0,5181.8,50.0,,6.5,156.0,1223.94,,,6.5,156.0,3957.92,7.0,22000.0,23
2018-08-05,0:00,"""12/64""""""",840.0,,,,130.0,88.0,86.0,0.5,0.952,0.133,706.85,14.0,5478.8,44.0,,7.84,188.2,1378.55,,,6.16,147.8,4100.31,7.0,21000.0,0
2018-08-05,1:00,"""12/64""""""",760.0,,,,120.0,62.0,84.0,0.5,0.952,0.108,909.09,11.0,5205.8,55.0,,4.95,118.8,1235.13,,,6.05,145.2,3970.73,7.0,22000.0,1
2018-08-05,2:00,"""12/64""""""",760.0,,,,120.0,56.0,81.0,0.5,0.952,0.103,760.93,12.0,5217.8,53.0,,5.64,135.36,1240.77,,,6.36,152.64,3977.09,7.0,22000.0,2
2018-08-05,3:00,"""12/64""""""",760.0,,,,120.0,58.0,81.0,0.5,0.952,0.104,722.22,12.0,5229.8,50.0,,6.0,144.0,1246.77,,,6.0,144.0,3983.09,7.0,22000.0,3
2018-08-05,4:00,"""12/64""""""",760.0,,,,120.0,58.0,81.0,0.5,0.952,0.104,752.31,12.0,5241.8,52.0,,5.76,138.24,1252.53,,,6.24,149.76,3989.33,7.0,22000.0,4
2018-08-05,5:00,"""12/64""""""",760.0,,,,120.0,58.0,81.0,0.5,0.952,0.104,856.39,11.0,5252.8,54.0,,5.06,121.44,1257.59,,,5.94,142.56,3995.27,7.0,22000.0,5
2018-08-05,6:00,"""12/64""""""",760.0,,,,120.0,58.0,81.0,0.5,0.952,0.104,722.22,12.0,5264.8,50.0,,6.0,144.0,1263.59,,,6.0,144.0,4001.27,7.0,22000.0,6
2018-08-05,7:00,"""12/64""""""",760.0,,,,120.0,60.0,81.0,0.5,0.952,0.106,766.78,12.0,5276.8,52.0,,5.76,138.24,1269.35,,,6.24,149.76,4007.51,7.0,22000.0,7
2018-08-05,8:00,"""12/64""""""",770.0,,,,120.0,60.0,81.0,0.5,0.952,0.106,800.12,12.0,5288.8,54.0,,5.52,132.48,1274.87,,,6.48,155.52,4013.99,7.0,22000.0,8
2018-08-05,9:00,"""12/64""""""",770.0,,,,120.0,68.0,82.0,0.5,0.952,0.109,860.16,11.0,5299.8,52.0,,5.28,126.72,1280.15,,,5.72,137.28,4019.71,7.0,22000.0,9
2018-08-05,10:00,"""12/64""""""",780.0,,,,120.0,64.0,87.0,0.5,0.952,0.109,825.76,11.0,5310.8,50.0,,5.5,132.0,1285.65,,,5.5,132.0,4025.21,7.0,22000.0,10
2018-08-05,11:00,"""12/64""""""",790.0,,,,120.0,68.0,87.0,0.5,0.952,0.112,922.27,11.0,5321.8,54.0,,5.06,121.4,1290.71,,,5.94,142.6,4031.15,7.0,22000.0,11
2018-08-05,12:00,"""12/64""""""",790.0,,,,120.0,79.0,87.0,0.5,0.952,0.12,819.67,10.0,5331.8,39.0,,6.1,146.4,1296.81,,,3.9,93.6,4035.05,7.0,22000.0,12
2018-08-05,13:00,"""12/64""""""",800.0,,,,120.0,80.0,90.0,0.5,0.952,0.122,798.01,13.0,5344.8,51.0,,6.37,152.9,1303.18,,,6.63,159.1,4041.68,7.0,22000.0,13
2018-08-05,14:00,"""12/64""""""",800.0,,,,125.0,82.0,93.0,0.5,0.952,0.125,646.2,13.0,5357.8,38.0,,8.06,193.4,1311.24,,,4.94,118.6,4046.62,7.0,22000.0,14
2018-08-05,15:00,"""12/64""""""",810.0,,,,125.0,83.0,95.0,0.5,0.952,0.126,900.51,11.0,5368.8,47.0,,5.83,139.9,1317.07,,,5.17,124.1,4051.79,7.0,22000.0,15
2018-08-05,16:00,"""12/64""""""",810.0,,,,125.0,84.0,93.0,0.5,0.952,0.127,925.12,11.0,5379.8,48.0,,5.72,137.3,1322.79,,,5.28,126.7,4057.07,7.0,21000.0,16
2018-08-05,17:00,"""12/64""""""",810.0,,,,125.0,83.0,93.0,0.5,0.952,0.127,962.12,11.0,5390.8,50.0,,5.5,132.0,1328.29,,,5.5,132.0,4062.57,7.0,21000.0,17
2018-08-05,18:00,"""12/64""""""",820.0,,,,125.0,82.0,90.0,0.5,0.952,0.127,787.45,12.0,5402.8,44.0,,6.72,161.3,1335.01,,,5.28,126.7,4067.85,7.0,21000.0,18
2018-08-05,19:00,"""12/64""""""",820.0,,,,125.0,88.0,87.0,0.5,0.952,0.131,858.23,12.0,5414.8,47.0,,6.36,152.6,1341.37,,,5.64,135.4,4073.49,7.0,21000.0,19
2018-08-05,20:00,"""12/64""""""",820.0,,,,125.0,85.0,87.0,0.5,0.952,0.128,897.87,11.0,5425.8,46.0,,5.94,142.6,1347.31,,,5.06,121.4,4078.55,7.0,21000.0,20
2018-08-05,21:00,"""12/64""""""",820.0,,,,125.0,85.0,87.0,0.5,0.952,0.128,732.6,13.0,5438.8,44.0,,7.28,174.7,1354.59,,,5.72,137.3,4084.27,7.0,21000.0,21
2018-08-05,22:00,"""12/64""""""",830.0,,,,125.0,85.0,87.0,0.5,0.952,0.128,759.73,13.0,5451.8,46.0,,7.02,168.5,1361.61,,,5.98,143.5,4090.25,7.0,21000.0,22
2018-08-05,23:00,"""12/64""""""",830.0,,,,130.0,86.0,87.0,0.5,0.952,0.132,604.4,13.0,5464.8,30.0,,9.1,218.4,1370.71,,,3.9,93.6,4094.15,7.0,21000.0,23
2018-08-06,1:00,"""12/64""""""",840.0,,,,130.0,88.0,84.0,0.5,0.952,0.134,613.55,14.0,5492.8,35.0,,9.1,218.4,1387.65,,,4.9,117.6,4105.2,7.0,21000.0,1
2018-08-06,2:00,"""12/64""""""",840.0,,,,130.0,88.0,844.0,0.5,0.952,0.134,766.94,14.0,5506.8,48.0,,7.28,174.72,1394.93,,,6.72,161.28,4111.92,7.0,21000.0,2
2018-08-06,3:00,"""12/64""""""",840.0,,,,130.0,89.0,76.0,0.5,0.952,0.136,735.93,14.0,5520.8,45.0,,7.7,184.8,1402.63,,,6.3,151.2,4118.22,7.0,21000.0,3
2018-08-06,4:00,"""12/64""""""",850.0,,,,130.0,91.0,74.0,0.5,0.952,0.138,760.58,14.0,5534.8,46.0,,7.56,181.44,1410.19,,,6.44,154.56,4124.66,7.0,21000.0,4
2018-08-06,5:00,"""12/64""""""",850.0,,,,130.0,90.0,78.0,0.5,0.952,0.136,570.09,14.0,5548.8,29.0,,9.94,238.56,1420.13,,,4.06,97.44,4128.72,7.0,21000.0,5
2018-08-06,6:00,"""12/64""""""",850.0,,,,135.0,91.0,79.0,0.5,0.952,0.14,603.86,14.0,5562.8,31.0,,9.66,231.84,1429.79,,,4.34,104.16,4133.06,7.0,21000.0,6
2018-08-06,7:00,"""12/64""""""",860.0,,,,140.0,92.0,84.0,0.5,0.952,0.142,734.08,13.0,5575.8,38.0,,8.06,193.44,1437.85,,,4.94,118.56,4138.0,7.0,21000.0,7
2018-08-06,8:00,"""12/64""""""",860.0,,,,140.0,96.0,84.0,0.5,0.952,0.145,749.59,13.0,5588.8,38.0,,8.06,193.44,1445.91,,,4.94,118.56,4142.94,7.0,21000.0,8
2018-08-06,9:00,"""12/64""""""",870.0,,,,140.0,96.0,86.0,0.5,0.952,0.145,812.05,12.0,5600.8,38.0,,7.44,178.56,1453.35,,,4.56,109.44,4147.5,7.0,21000.0,9
2018-08-06,10:00,"""12/64""""""",880.0,,,,140.0,102.0,90.0,0.5,0.952,0.149,884.38,13.0,5613.8,46.0,,7.02,168.5,1460.37,,,5.98,143.52,4153.48,7.0,21000.0,10
2018-08-06,11:00,"""12/64""""""",900.0,,,,140.0,98.0,90.0,0.5,0.952,0.146,1013.89,12.0,5625.8,50.0,,6.0,144.0,1466.37,,,6.0,144.0,4159.48,7.0,21000.0,11
2018-08-06,12:00,"""12/64""""""",920.0,,,,140.0,104.0,92.0,0.5,0.952,0.15,694.44,12.0,5637.8,25.0,,9.0,216.0,1475.37,,,3.0,72.0,4162.48,7.0,21000.0,12
