DEPT,mss,gr,nprl,dprl,den,pe,res_ild,phi,sw,sw_m1p8,pay_6_50,pay_4_60
2255.35,2225.406172413793,52.603289,0.179955,0.215257,2.339958,12.871593,20000000.0,0.197606,0.0002629977643746618,0.0002236310327818,True,True
2255.375,2225.42974137931,52.969248,0.178434,0.21032,2.34411,12.869242,20000000.0,0.19437700000000002,0.00026736669578715294,0.0002269717449048696,True,True
2255.4,2225.4533103448275,53.785468,0.179545,0.209725,2.344004,12.894293,20000000.0,0.194635,0.00026701228569897203,0.00022670094913895085,True,True
2255.425,2225.476879310345,54.70543,0.183655,0.213819,2.340172,12.901982,20000000.0,0.198737,0.000261501060331088,0.00022248530281509277,True,True
2255.45,2225.500448275862,56.324487,0.188347,0.220901,2.332877,12.883693,20000000.0,0.20462399999999997,0.00025397771633346744,0.00021671614705462603,True,True
2255.475,2225.524017241379,58.487222,0.191495,0.226492,2.323007,12.756401,20000000.0,0.2089935,0.0002486677156323973,0.0002126339870776179,True,True
2255.5,2225.5475862068965,61.11468,0.192718,0.231681,2.312067,12.609129,20000000.0,0.21219949999999999,0.0002449107383712941,0.0002097404827522654,True,True
2255.525,2225.571155172414,64.067137,0.192272,0.238622,2.301166,12.505184,20000000.0,0.215447,0.00024121912222968724,0.00020689299088097208,True,True
2255.55,2225.5947241379313,66.898857,0.1912,0.245856,2.290332,12.498208,20000000.0,0.218528,0.00023781820282535614,0.00020426586711396242,True,True
2255.575,2225.618293103448,69.416289,0.190746,0.252831,2.279682,12.573944,20000000.0,0.2217885,0.00023432205108479216,0.0002015612590738248,True,True
2255.6,2225.6418620689656,71.3793,0.190477,0.258208,2.271045,12.72894,20000000.0,0.2243425,0.0002316544400950307,0.0001994948938435077,True,True
2255.625,2225.6654310344825,72.967302,0.189015,0.262847,2.265284,12.88272,20000000.0,0.225931,0.00023002569911618781,0.00019823208175515918,True,True
2255.65,2225.689,72.326689,0.186166,0.263907,2.261887,12.984268,20000000.0,0.2250365,0.00023094003073732228,0.00019894110036500987,True,True
2255.675,2225.712568965517,69.676196,0.182992,0.262729,2.260693,13.057275,20000000.0,0.2228605,0.00023319491891573172,0.00020068845677647168,True,True
2255.7,2225.736137931034,66.5424,0.18039,0.262772,2.262097,13.09962,20000000.0,0.221581,0.00023454148246925246,0.0002017311283462837,True,True
2255.725,2225.7597068965515,64.114223,0.178789,0.261683,2.26527,13.07814,20000000.0,0.220236,0.00023597384726847304,0.00020283958078438845,True,True
2255.75,2225.783275862069,62.564758,0.178199,0.258706,2.268517,13.019212,20000000.0,0.2184525,0.00023790039586188956,0.0002043294032412567,True,True
2255.775,2225.8068448275862,61.754794,0.178234,0.254588,2.272476,12.942856,20000000.0,0.216411,0.00024014461477013383,0.00020606336390525858,True,True
2255.8,2225.8304137931036,61.967389,0.178273,0.253179,2.276622,12.864,20000000.0,0.21572599999999997,0.00024090715178986044,0.00020665215671622782,True,True
2255.825,2225.8539827586205,62.891246,0.177963,0.25116,2.280003,12.742867,20000000.0,0.21456150000000002,0.00024221463881926358,0.00020766129925220477,True,True
2255.85,2225.877551724138,64.80954,0.177578,0.249562,2.281462,12.640316,20000000.0,0.21357,0.00024333912172598877,0.00020852876012728255,True,True
2255.875,2225.9011206896553,66.43965,0.177558,0.248857,2.282515,12.578465,20000000.0,0.2132075,0.00024375285216054514,0.00020884782361274537,True,True
2255.9,2225.9246896551726,67.440782,0.179005,0.250359,2.283957,12.594002,20000000.0,0.21468199999999998,0.00024207868487818927,0.00020755639292527984,True,True
2255.925,2225.9482586206896,67.371065,0.182911,0.250132,2.285629,12.591623,20000000.0,0.2165215,0.00024002205890417082,0.0002059687149925171,True,True
2255.95,2225.9718275862065,65.866174,0.189167,0.246963,2.287165,12.578803,20000000.0,0.218065,0.00023832314322343992,0.00020465615697104448,True,True
