DEPT,TVD,ROP,gr,dtc,DTS,mss,sphi_wyllie
3110.2,2326.727,10.735,36.25,73.42,,2322.027,0.18318021201413429
3110.3,2326.727,8.833,35.9,73.75,,2322.027,0.1855123674911661
3110.4,2326.727,7.68,35.86,73.91,,2322.027,0.186643109540636
3110.5,2326.727,6.83,35.27,73.75,,2322.027,0.1855123674911661
3110.6,2326.727,6.234,34.65,73.56,,2322.027,0.18416961130742052
3110.7,2326.727,5.213,34.2,73.15,,2322.027,0.18127208480565374
3110.8,2326.727,5.938,33.44,72.22,,2322.027,0.17469964664310952
3110.9,2326.727,6.666,34.29,72.11,,2322.027,0.17392226148409892
3111.0,2326.727,7.546,34.35,72.11,,2322.027,0.17392226148409892
3111.1,2326.727,8.547,34.6,70.62,,2322.027,0.16339222614840992
3111.2,2326.727,19.527,34.84,70.67,,2322.027,0.16374558303886927
3111.3,2326.727,24.84,35.1,70.72,,2322.027,0.1640989399293286
3111.4,2326.727,26.254,35.17,70.93,,2322.027,0.165583038869258
3111.5,2326.727,27.063,35.31,70.93,,2322.027,0.165583038869258
3111.6,2326.727,27.485,35.21,70.93,,2322.027,0.165583038869258
3111.7,2326.727,27.851,35.21,70.93,,2322.027,0.165583038869258
3111.8,2326.727,27.83,35.05,70.84,,2322.027,0.16494699646643113
3111.9,2326.728,28.465,34.52,70.83,,2322.0280000000002,0.16487632508833922
3112.0,2326.728,28.251,34.53,70.81,,2322.0280000000002,0.1647349823321555
3112.1,2326.728,28.204,34.83,70.79,,2322.0280000000002,0.16459363957597178
3112.2,2326.728,27.484,34.79,70.76,,2322.0280000000002,0.16438162544169616
3112.3,2326.728,26.29,34.83,70.75,,2322.0280000000002,0.16431095406360424
3112.4,2326.728,25.877,35.14,70.78,,2322.0280000000002,0.16452296819787987
3112.5,2326.728,25.892,35.39,70.77,,2322.0280000000002,0.16445229681978796
3112.6,2326.729,25.628,35.6,70.79,,2322.029,0.16459363957597178
3112.7,2326.729,26.494,35.78,70.74,,2322.029,0.16424028268551233
3112.8,2326.729,27.439,36.29,70.79,,2322.029,0.16459363957597178
3112.9,2326.729,27.997,37.39,70.76,,2322.029,0.16438162544169616
3113.0,2326.73,29.434,36.76,70.73,,2322.03,0.16416961130742053
3113.1,2326.73,29.736,36.33,72.16,,2322.03,0.17427561837455827
3113.2,2326.73,30.532,36.05,72.31,,2322.03,0.1753356890459364
3113.3,2326.73,30.498,35.95,72.78,,2322.03,0.17865724381625442
3113.4,2326.731,30.526,33.41,73.83,,2322.0310000000004,0.18607773851590104
3113.5,2326.731,29.671,33.5,74.26,,2322.0310000000004,0.1891166077738516
3113.6,2326.731,29.157,33.4,74.53,,2322.0310000000004,0.19102473498233216
3113.7,2326.732,28.67,32.82,75.62,,2322.032,0.19872791519434632
3113.8,2326.732,27.642,32.6,76.47,,2322.032,0.20473498233215548
3113.9,2326.732,27.854,33.64,76.68,,2322.032,0.20621908127208485
3114.0,2326.733,27.266,33.98,77.01,,2322.0330000000004,0.20855123674911663
3114.1,2326.733,26.957,33.95,77.82,,2322.0330000000004,0.21427561837455825
3114.2,2326.733,25.77,34.31,78.17,,2322.0330000000004,0.21674911660777385
3114.3,2326.734,25.987,34.58,78.24,,2322.034,0.21724381625441694
3114.4,2326.734,25.527,34.91,77.76,,2322.034,0.2138515901060071
3114.5,2326.734,25.34,34.45,77.32,,2322.034,0.2107420494699646
3114.6,2326.735,25.005,33.68,76.87,,2322.0350000000003,0.20756183745583043
3114.7,2326.735,24.951,33.55,74.87,,2322.0350000000003,0.19342756183745585
3114.8,2326.736,25.087,33.46,72.9,,2322.036,0.17950530035335693
3114.9,2326.736,24.929,32.83,72.66,,2322.036,0.17780918727915193
3115.0,2326.737,25.226,33.07,72.27,,2322.0370000000003,0.17505300353356887
3115.1,2326.737,26.169,33.41,72.41,,2322.0370000000003,0.1760424028268551
3115.2,2326.738,26.9,33.61,72.35,,2322.038,0.17561837455830384
3115.3,2326.738,27.121,34.56,72.44,,2322.038,0.17625441696113073
3115.4,2326.739,28.311,34.97,72.37,,2322.039,0.17575971731448767
3115.5,2326.739,28.017,35.38,72.77,,2322.039,0.1785865724381625
3115.6,2326.74,28.474,36.01,72.48,,2322.04,0.17653710247349827
3115.7,2326.74,28.62,35.97,72.66,,2322.04,0.17780918727915193
3115.8,2326.741,28.909,35.72,72.73,,2322.041,0.17830388692579507
3115.9,2326.741,28.813,35.35,72.94,,2322.041,0.17978798586572436
3116.0,2326.742,29.146,35.73,72.71,,2322.0420000000004,0.17816254416961128
3116.1,2326.743,28.29,36.09,71.44,,2322.043,0.16918727915194345
3116.2,2326.743,27.76,36.59,71.6,,2322.043,0.1703180212014134
3116.3,2326.744,26.74,36.61,72.21,,2322.0440000000003,0.1746289752650176
3116.4,2326.744,25.642,36.93,72.14,,2322.0440000000003,0.17413427561837455
3116.5,2326.745,24.7,37.02,71.88,,2322.045,0.17229681978798583
3116.6,2326.746,23.621,36.44,73.57,,2322.0460000000003,0.18424028268551232
3116.7,2326.746,22.7,36.13,74.12,,2322.0460000000003,0.1881272084805654
3116.8,2326.747,21.877,35.49,74.52,,2322.047,0.19095406360424025
3116.9,2326.748,18.094,35.41,74.75,,2322.0480000000002,0.19257950530035337
3117.0,2326.748,16.837,34.78,75.0,,2322.0480000000002,0.19434628975265017
3117.1,2326.749,16.088,34.49,75.48,,2322.049,0.1977385159010601
3117.2,2326.75,14.945,34.14,75.46,,2322.05,0.1975971731448763
3117.3,2326.751,13.537,34.64,75.49,,2322.0510000000004,0.1978091872791519
3117.4,2326.751,14.087,35.47,75.47,,2322.0510000000004,0.19766784452296818
3117.5,2326.752,15.94,35.31,75.46,,2322.052,0.1975971731448763
3117.6,2326.753,16.955,35.77,73.77,,2322.0530000000003,0.1856537102473498
3117.7,2326.754,18.624,36.07,73.32,,2322.054,0.1824734982332155
3117.8,2326.754,20.56,35.91,72.59,,2322.054,0.17731448763250887
3117.9,2326.755,25.934,35.57,72.07,,2322.0550000000003,0.1736395759717314
3118.0,2326.756,26.197,36.64,71.43,,2322.056,0.16911660777385165
3118.1,2326.757,27.262,38.44,71.36,,2322.0570000000002,0.16862190812720848
3118.2,2326.758,28.112,38.78,70.85,,2322.058,0.16501766784452293
3118.3,2326.759,28.821,39.09,70.85,,2322.059,0.16501766784452293
3118.4,2326.759,29.396,40.11,70.86,,2322.059,0.16508833922261484
3118.5,2326.76,29.695,40.3,70.84,,2322.0600000000004,0.16494699646643113
3118.6,2326.761,30.558,40.41,71.81,,2322.061,0.17180212014134277
3118.7,2326.762,29.18,40.62,71.9,,2322.0620000000004,0.17243816254416966
3118.8,2326.763,26.331,40.13,72.09,,2322.063,0.1737809187279152
3118.9,2326.764,25.266,40.04,73.2,,2322.0640000000003,0.18162544169611308
3119.0,2326.765,24.237,40.06,73.58,,2322.065,0.18431095406360423
3119.1,2326.766,21.917,39.42,73.76,,2322.0660000000003,0.18558303886925798
3119.2,2326.767,20.52,39.22,73.9,,2322.067,0.1865724381625442
3119.3,2326.768,20.14,40.33,74.85,,2322.068,0.19328621908127205
3119.4,2326.769,19.965,41.31,74.76,,2322.069,0.19265017667844528
3119.5,2326.77,19.924,41.71,74.73,,2322.07,0.19243816254416965
3119.6,2326.771,19.872,42.12,74.64,,2322.0710000000004,0.19180212014134276
3119.7,2326.772,20.961,42.5,73.79,,2322.072,0.1857950530035336
3119.8,2326.773,22.812,42.97,73.66,,2322.0730000000003,0.1848763250883392
3119.9,2326.774,22.791,42.85,72.65,,2322.074,0.1777385159010601
3120.0,2326.775,22.764,42.67,72.17,,2322.0750000000003,0.17434628975265018
3120.1,2326.776,23.529,42.44,71.91,,2322.076,0.17250883392226146
3120.2,2326.777,23.347,42.05,72.07,,2322.077,0.1736395759717314
3120.3,2326.778,23.656,41.55,71.98,,2322.078,0.17300353356890463
3120.4,2326.779,22.176,40.72,73.62,,2322.079,0.18459363957597177
3120.5,2326.78,5.129,40.45,74.06,,2322.0800000000004,0.18770318021201415
3120.6,2326.781,4.458,40.34,74.73,,2322.081,0.19243816254416965
3120.7,2326.782,3.905,39.85,75.72,,2322.0820000000003,0.199434628975265
3120.8,2326.784,3.209,39.47,76.45,,2322.0840000000003,0.20459363957597176
3120.9,2326.785,2.746,39.65,77.66,,2322.085,0.21314487632508833
3121.0,2326.786,2.42,40.0,78.72,,2322.0860000000002,0.22063604240282686
3121.1,2326.787,2.788,40.12,78.8,,2322.087,0.2212014134275618
3121.2,2326.788,3.282,40.4,79.79,,2322.088,0.22819787985865728
3121.3,2326.79,3.856,41.57,79.05,,2322.09,0.22296819787985864
3121.4,2326.791,4.684,42.19,78.49,,2322.0910000000003,0.21901060070671374
3121.5,2326.792,25.449,42.8,78.3,,2322.092,0.21766784452296817
3121.6,2326.793,26.151,42.71,77.35,,2322.0930000000003,0.21095406360424024
3121.7,2326.794,26.232,42.45,77.19,,2322.094,0.2098233215547703
3121.8,2326.796,26.015,42.17,76.99,,2322.096,0.20840989399293283
3121.9,2326.797,26.108,41.73,76.91,,2322.097,0.20784452296819786
3122.0,2326.798,25.999,41.03,76.8,,2322.098,0.20706713780918726
3122.1,2326.799,25.351,40.64,77.0,,2322.099,0.20848056537102475
3122.2,2326.801,25.531,40.41,77.12,,2322.101,0.20932862190812723
3122.3,2326.802,25.59,39.81,77.34,,2322.1020000000003,0.21088339222614844
3122.4,2326.803,25.436,40.16,77.04,,2322.103,0.20876325088339226
3122.5,2326.805,25.546,40.12,76.96,,2322.105,0.2081978798586572
3122.6,2326.806,25.996,39.95,77.01,,2322.106,0.20855123674911663
3122.7,2326.807,26.56,40.24,76.63,,2322.107,0.2058657243816254
3122.8,2326.809,26.904,40.26,76.32,,2322.1090000000004,0.20367491166077734
3122.9,2326.81,28.105,39.93,75.58,,2322.11,0.19844522968197878
3123.0,2326.812,29.187,40.02,75.55,,2322.112,0.19823321554770315
3123.1,2326.813,29.526,39.85,74.8,,2322.1130000000003,0.1929328621908127
3123.2,2326.814,29.489,39.55,74.76,,2322.114,0.19265017667844528
3123.3,2326.816,30.037,39.63,76.16,,2322.116,0.2025441696113074
3123.4,2326.817,29.398,39.36,76.83,,2322.117,0.20727915194346289
3123.5,2326.819,29.273,39.51,77.92,,2322.119,0.21498233215547705
3123.6,2326.82,28.996,39.38,78.37,,2322.1200000000003,0.21816254416961134
3123.7,2326.822,28.534,39.79,78.77,,2322.1220000000003,0.2209893992932862
3123.8,2326.823,28.296,39.56,79.1,,2322.123,0.22332155477031798
3123.9,2326.825,28.4,39.78,79.83,,2322.125,0.22848056537102474
3124.0,2326.826,28.726,39.21,79.82,,2322.126,0.22840989399293282
3124.1,2326.828,29.222,39.13,79.74,,2322.128,0.22784452296819785
3124.2,2326.829,29.258,38.73,79.67,,2322.1290000000004,0.2273498233215548
3124.3,2326.831,29.115,38.7,79.58,,2322.1310000000003,0.2267137809187279
3124.4,2326.832,29.54,38.67,79.54,,2322.132,0.22643109540636047
3124.5,2326.834,29.049,37.94,79.41,,2322.134,0.22551236749116604
3124.6,2326.836,28.791,37.54,79.48,,2322.136,0.22600706713780921
3124.7,2326.837,28.607,37.16,79.51,,2322.137,0.22621908127208484
3124.8,2326.839,27.924,37.5,79.53,,2322.139,0.22636042402826856
3124.9,2326.84,27.336,36.87,78.62,,2322.1400000000003,0.21992932862190817
3125.0,2326.842,26.563,37.12,78.47,,2322.1420000000003,0.21886925795053003
3125.1,2326.844,26.419,37.34,78.12,,2322.1440000000002,0.2163957597173145
3125.2,2326.845,25.857,38.01,77.67,,2322.145,0.2132155477031802
3125.3,2326.847,26.083,36.61,76.6,,2322.1470000000004,0.2056537102473498
3125.4,2326.849,26.418,36.23,76.08,,2322.1490000000003,0.20197879858657242
3125.5,2326.85,26.845,36.5,75.94,,2322.15,0.20098939929328621
3125.6,2326.852,26.442,36.29,76.24,,2322.152,0.20310954063604236
3125.7,2326.854,26.887,36.02,76.42,,2322.154,0.20438162544169614
3125.8,2326.855,27.075,36.66,77.09,,2322.155,0.2091166077738516
3125.9,2326.857,26.624,38.0,77.95,,2322.157,0.21519434628975267
3126.0,2326.859,27.456,38.49,78.67,,2322.159,0.22028268551236752
3126.1,2326.861,27.482,39.04,78.86,,2322.161,0.22162544169611306
3126.2,2326.862,27.928,39.56,79.04,,2322.1620000000003,0.22289752650176684
3126.3,2326.864,28.092,41.86,79.33,,2322.164,0.22494699646643107
3126.4,2326.866,28.092,40.91,80.03,,2322.166,0.2298939929328622
3126.5,2326.868,28.413,39.6,80.16,,2322.168,0.2308127208480565
3126.6,2326.87,28.057,39.08,80.22,,2322.17,0.23123674911660777
3126.7,2326.871,27.586,38.59,80.19,,2322.1710000000003,0.23102473498233214
3126.8,2326.873,27.143,37.84,80.29,,2322.1730000000002,0.23173144876325094
3126.9,2326.875,26.977,36.96,80.31,,2322.175,0.23187279151943466
3127.0,2326.877,26.578,36.67,80.33,,2322.177,0.23201413427561837
3127.1,2326.879,26.385,36.41,80.26,,2322.179,0.2315194346289753
3127.2,2326.881,25.946,36.38,79.52,,2322.181,0.22628975265017665
3127.3,2326.883,26.048,36.34,79.4,,2322.183,0.22544169611307424
3127.4,2326.884,26.51,36.32,78.68,,2322.184,0.2203533568904594
3127.5,2326.886,26.526,36.1,78.01,,2322.186,0.21561837455830393
3127.6,2326.888,26.84,36.22,77.39,,2322.188,0.21123674911660778
3127.7,2326.89,26.721,36.86,77.02,,2322.19,0.20862190812720846
3127.8,2326.892,26.192,37.32,77.39,,2322.192,0.21123674911660778
3127.9,2326.894,25.349,37.63,76.94,,2322.194,0.2080565371024735
3128.0,2326.896,23.564,38.3,77.19,,2322.1960000000004,0.2098233215547703
3128.1,2326.898,22.883,37.98,77.8,,2322.1980000000003,0.21413427561837453
3128.2,2326.9,21.67,37.85,78.5,,2322.2000000000003,0.21908127208480566
3128.3,2326.902,19.924,37.59,78.82,,2322.202,0.22134275618374555
3128.4,2326.904,18.426,37.3,79.49,,2322.204,0.22607773851590102
3128.5,2326.906,17.531,37.04,79.66,,2322.206,0.22727915194346288
3128.6,2326.908,16.959,36.83,80.18,,2322.208,0.23095406360424034
3128.7,2326.91,16.543,37.8,80.22,,2322.21,0.23123674911660777
3128.8,2326.912,16.458,38.16,80.14,,2322.212,0.2306713780918728
3128.9,2326.914,16.727,38.67,80.08,,2322.2140000000004,0.23024734982332154
3129.0,2326.916,17.385,39.29,80.08,,2322.2160000000003,0.23024734982332154
3129.1,2326.919,17.831,40.71,79.94,,2322.219,0.2292579505300353
3129.2,2326.921,18.312,39.69,79.92,,2322.221,0.2291166077738516
3129.3,2326.923,18.745,39.15,79.6,,2322.223,0.22685512367491162
3129.4,2326.925,18.997,38.91,79.55,,2322.2250000000004,0.22650176678445227
3129.5,2326.927,19.0,38.84,79.49,,2322.2270000000003,0.22607773851590102
3129.6,2326.929,17.905,38.54,79.38,,2322.2290000000003,0.22530035335689041
3129.7,2326.931,16.46,38.01,79.28,,2322.231,0.22459363957597173
3129.8,2326.934,11.808,37.94,79.06,,2322.2340000000004,0.22303886925795055
3129.9,2326.936,9.892,37.97,79.08,,2322.2360000000003,0.22318021201413427
3130.0,2326.938,8.735,37.82,78.95,,2322.2380000000003,0.22226148409893995
3130.1,2326.94,7.901,37.42,79.0,,2322.2400000000002,0.2226148409893993
3130.2,2326.942,7.173,36.96,79.18,,2322.242,0.22388692579505307
3130.3,2326.945,6.989,37.21,79.36,,2322.2450000000003,0.2251590106007067
3130.4,2326.947,7.638,36.96,79.73,,2322.2470000000003,0.22777385159010605
3130.5,2326.949,8.399,36.86,79.82,,2322.2490000000003,0.22840989399293282
3130.6,2326.951,9.288,37.47,79.89,,2322.251,0.22890459363957597
3130.7,2326.954,10.383,37.25,79.95,,2322.2540000000004,0.22932862190812722
3130.8,2326.956,10.462,37.45,80.17,,2322.2560000000003,0.23088339222614843
3130.9,2326.958,10.699,37.68,80.22,,2322.2580000000003,0.23123674911660777
3131.0,2326.961,10.225,37.7,80.53,,2322.261,0.23342756183745583
3131.1,2326.963,9.533,37.42,80.57,,2322.2630000000004,0.23371024734982326
3131.2,2326.965,9.053,37.47,80.85,,2322.2650000000003,0.23568904593639572
3131.3,2326.968,9.439,37.9,80.72,,2322.268,0.2347703180212014
3131.4,2326.97,10.77,37.96,80.82,,2322.27,0.2354770318021201
3131.5,2326.972,11.953,37.05,80.87,,2322.2720000000004,0.23583038869257955
3131.6,2326.975,13.341,37.13,80.71,,2322.275,0.2346996466431095
3131.7,2326.977,14.643,37.14,80.65,,2322.277,0.23427561837455835
3131.8,2326.98,23.764,37.64,80.47,,2322.28,0.23300353356890458
3131.9,2326.982,24.712,37.47,81.01,,2322.282,0.23681978798586575
3132.0,2326.984,24.523,37.68,80.92,,2322.284,0.23618374558303887
3132.1,2326.987,24.552,37.95,81.28,,2322.2870000000003,0.2387279151943463
3132.2,2326.989,24.265,38.02,81.48,,2322.289,0.24014134275618376
3132.3,2326.992,23.654,37.86,82.0,,2322.2920000000004,0.24381625441696114
3132.4,2326.994,22.893,37.8,81.96,,2322.2940000000003,0.2435335689045936
3132.5,2326.997,22.879,38.22,82.01,,2322.297,0.24388692579505303
3132.6,2326.999,22.829,38.1,82.03,,2322.299,0.24402826855123674
3132.7,2327.002,22.951,38.31,82.03,,2322.302,0.24402826855123674
3132.8,2327.004,21.809,37.92,82.34,,2322.304,0.24621908127208483
3132.9,2327.007,20.548,38.31,82.23,,2322.3070000000002,0.24544169611307423
3133.0,2327.009,19.46,38.5,82.09,,2322.309,0.244452296819788
3133.1,2327.012,18.234,38.07,81.63,,2322.3120000000004,0.2412014134275618
3133.2,2327.015,16.884,38.08,81.63,,2322.315,0.2412014134275618
3133.3,2327.017,14.407,37.87,80.62,,2322.317,0.23406360424028272
3133.4,2327.02,13.137,37.79,80.35,,2322.32,0.2321554770318021
3133.5,2327.022,11.986,37.06,80.15,,2322.322,0.2307420494699647
3133.6,2327.025,11.36,36.79,79.97,,2322.3250000000003,0.22946996466431094
3133.7,2327.028,10.668,36.24,79.76,,2322.328,0.22798586572438165
3133.8,2327.03,10.366,36.16,77.69,,2322.3300000000004,0.21335689045936393
3133.9,2327.033,10.99,35.15,76.25,,2322.333,0.20318021201413428
3134.0,2327.036,11.713,35.0,74.8,,2322.3360000000002,0.1929328621908127
3134.1,2327.038,12.748,34.76,72.72,,2322.338,0.17823321554770316
3134.2,2327.041,13.704,34.11,72.06,,2322.3410000000003,0.1735689045936396
3134.3,2327.044,15.779,33.33,70.42,,2322.344,0.16197879858657244
3134.4,2327.046,16.807,32.98,70.74,,2322.346,0.16424028268551233
3134.5,2327.049,17.266,32.46,71.06,,2322.349,0.1665017667844523
3134.6,2327.052,16.88,32.3,70.95,,2322.3520000000003,0.1657243816254417
3134.7,2327.055,16.265,32.68,72.84,,2322.355,0.17908127208480568
3134.8,2327.057,15.502,33.21,74.52,,2322.357,0.19095406360424025
3134.9,2327.06,13.92,36.09,75.23,,2322.36,0.1959717314487633
3135.0,2327.063,12.398,36.9,74.71,,2322.3630000000003,0.19229681978798582
3135.1,2327.066,11.885,37.65,75.96,,2322.366,0.20113074204946993
3135.2,2327.068,11.297,38.47,74.76,,2322.3680000000004,0.19265017667844528
3135.3,2327.071,10.667,38.93,73.56,,2322.371,0.18416961130742052
3135.4,2327.074,10.355,39.23,73.9,,2322.3740000000003,0.1865724381625442
3135.5,2327.077,10.559,39.41,73.98,,2322.3770000000004,0.18713780918727918
3135.6,2327.08,11.1,39.63,74.1,,2322.38,0.18798586572438158
3135.7,2327.083,11.544,39.93,73.47,,2322.3830000000003,0.18353356890459363
3135.8,2327.086,12.277,40.46,74.93,,2322.386,0.1938515901060071
3135.9,2327.088,14.142,43.7,76.39,,2322.3880000000004,0.2041696113074205
3136.0,2327.091,15.77,44.58,77.72,,2322.391,0.21356890459363956
3136.1,2327.094,16.715,45.87,78.13,,2322.3940000000002,0.21646643109540634
3136.2,2327.097,18.419,45.54,79.43,,2322.3970000000004,0.22565371024734987
3136.3,2327.1,19.932,45.32,80.18,,2322.4,0.23095406360424034
3136.4,2327.103,20.646,45.54,80.28,,2322.4030000000002,0.23166077738515903
3136.5,2327.106,22.075,45.91,81.41,,2322.4060000000004,0.23964664310954062
3136.6,2327.109,22.91,45.22,81.76,,2322.409,0.24212014134275622
3136.7,2327.112,23.974,44.79,82.08,,2322.4120000000003,0.2443816254416961
3136.8,2327.115,23.92,44.89,82.53,,2322.415,0.2475618374558304
3136.9,2327.118,23.563,45.55,82.92,,2322.418,0.25031802120141344
3137.0,2327.121,22.71,46.07,83.11,,2322.4210000000003,0.251660777385159
3137.1,2327.124,21.465,45.99,82.7,,2322.424,0.24876325088339224
3137.2,2327.127,19.97,46.8,82.08,,2322.427,0.2443816254416961
3137.3,2327.13,18.907,47.39,81.48,,2322.4300000000003,0.24014134275618376
3137.4,2327.133,18.513,46.63,81.45,,2322.433,0.23992932862190816
3137.5,2327.136,17.596,45.38,81.11,,2322.436,0.23752650176678444
3137.6,2327.139,17.586,45.03,80.84,,2322.4390000000003,0.23561837455830392
3137.7,2327.142,17.756,45.01,80.74,,2322.442,0.23491166077738512
3137.8,2327.145,18.329,44.29,80.66,,2322.445,0.23434628975265015
3137.9,2327.148,18.706,43.47,80.5,,2322.4480000000003,0.2332155477031802
3138.0,2327.151,19.948,43.31,80.19,,2322.451,0.23102473498233214
3138.1,2327.154,20.75,42.9,79.85,,2322.454,0.22862190812720845
3138.2,2327.157,20.991,42.74,79.92,,2322.4570000000003,0.2291166077738516
3138.3,2327.16,20.786,42.83,79.96,,2322.46,0.22939929328621902
3138.4,2327.163,20.471,42.74,79.81,,2322.463,0.228339222614841
3138.5,2327.166,20.27,42.51,79.83,,2322.4660000000003,0.22848056537102474
3138.6,2327.169,20.443,42.44,79.9,,2322.469,0.22897526501766788
3138.7,2327.172,20.225,42.65,79.99,,2322.472,0.22961130742049465
3138.8,2327.175,20.667,42.6,79.76,,2322.4750000000004,0.22798586572438165
3138.9,2327.178,21.434,42.66,79.7,,2322.478,0.22756183745583042
3139.0,2327.181,21.481,42.74,79.69,,2322.481,0.2274911660777385
3139.1,2327.184,21.979,42.91,79.8,,2322.4840000000004,0.2282685512367491
3139.2,2327.187,21.444,42.95,79.44,,2322.487,0.22572438162544167
3139.3,2327.19,21.125,42.5,79.57,,2322.4900000000002,0.226643109540636
3139.4,2327.193,19.888,43.07,79.73,,2322.4930000000004,0.22777385159010605
3139.5,2327.196,18.63,43.11,79.77,,2322.496,0.22805653710247348
3139.6,2327.199,16.956,43.22,79.79,,2322.4990000000003,0.22819787985865728
3139.7,2327.202,16.073,43.33,79.82,,2322.5020000000004,0.22840989399293282
3139.8,2327.205,15.586,43.47,79.89,,2322.505,0.22890459363957597
3139.9,2327.208,14.558,43.77,79.83,,2322.5080000000003,0.22848056537102474
3140.0,2327.211,14.254,44.19,79.82,,2322.511,0.22840989399293282
3140.1,2327.214,13.953,43.81,79.81,,2322.514,0.228339222614841
3140.2,2327.217,13.812,43.72,79.8,,2322.5170000000003,0.2282685512367491
3140.3,2327.22,12.75,44.09,79.78,,2322.52,0.2281272084805654
3140.4,2327.223,12.049,42.85,79.79,,2322.523,0.22819787985865728
3140.5,2327.226,11.668,42.95,79.8,,2322.5260000000003,0.2282685512367491
3140.6,2327.229,10.81,42.98,79.86,,2322.529,0.22869257950530034
3140.7,2327.232,10.162,42.83,79.83,,2322.532,0.22848056537102474
3140.8,2327.235,9.744,42.92,79.84,,2322.5350000000003,0.22855123674911662
3140.9,2327.238,9.909,42.83,79.89,,2322.538,0.22890459363957597
3141.0,2327.241,9.916,43.36,79.89,,2322.541,0.22890459363957597
3141.1,2327.244,10.046,43.67,79.8,,2322.5440000000003,0.2282685512367491
3141.2,2327.247,10.303,43.79,79.72,,2322.547,0.22770318021201413
3141.3,2327.25,11.178,44.44,79.69,,2322.55,0.2274911660777385
3141.4,2327.253,11.764,44.22,79.69,,2322.5530000000003,0.2274911660777385
3141.5,2327.256,11.853,43.93,79.63,,2322.556,0.22706713780918725
3141.6,2327.259,12.852,43.94,79.51,,2322.559,0.22621908127208484
3141.7,2327.262,13.501,43.96,79.58,,2322.5620000000004,0.2267137809187279
3141.8,2327.265,14.033,43.73,79.58,,2322.565,0.2267137809187279
3141.9,2327.268,14.325,43.54,79.57,,2322.568,0.226643109540636
3142.0,2327.271,14.772,43.34,79.36,,2322.5710000000004,0.2251590106007067
3142.1,2327.274,15.037,43.17,79.69,,2322.574,0.2274911660777385
3142.2,2327.277,15.425,42.98,79.67,,2322.577,0.2273498233215548
3142.3,2327.28,15.673,42.51,79.62,,2322.5800000000004,0.22699646643109544
3142.4,2327.283,15.774,42.17,79.61,,2322.583,0.22692579505300353
3142.5,2327.286,16.555,42.17,79.59,,2322.5860000000002,0.22678445229681982
3142.6,2327.289,17.235,42.1,79.68,,2322.5890000000004,0.2274204946996467
3142.7,2327.292,18.266,41.95,79.58,,2322.592,0.2267137809187279
3142.8,2327.295,18.928,41.9,79.42,,2322.5950000000003,0.22558303886925796
3142.9,2327.298,20.002,42.58,79.32,,2322.598,0.22487632508833919
3143.0,2327.301,21.047,43.59,79.27,,2322.601,0.22452296819787984
3143.1,2327.304,21.787,44.19,78.89,,2322.6040000000003,0.2218374558303887
3143.2,2327.307,22.044,46.61,78.93,,2322.607,0.22212014134275623
3143.3,2327.31,22.407,47.62,78.9,,2322.61,0.2219081272084806
3143.4,2327.313,23.35,47.01,78.91,,2322.6130000000003,0.2219787985865724
3143.5,2327.316,23.929,46.69,79.13,,2322.616,0.2235335689045936
3143.6,2327.319,24.292,46.2,79.2,,2322.619,0.22402826855123678
3143.7,2327.322,24.645,45.71,79.32,,2322.6220000000003,0.22487632508833919
3143.8,2327.325,24.853,46.32,79.53,,2322.625,0.22636042402826856
3143.9,2327.328,24.165,46.31,79.61,,2322.628,0.22692579505300353
3144.0,2327.331,23.84,46.1,79.77,,2322.6310000000003,0.22805653710247348
3144.1,2327.334,23.383,46.54,79.77,,2322.634,0.22805653710247348
3144.2,2327.337,19.945,46.96,79.84,,2322.637,0.22855123674911662
3144.3,2327.34,19.119,47.63,79.85,,2322.6400000000003,0.22862190812720845
3144.4,2327.343,18.054,48.81,79.86,,2322.643,0.22869257950530034
3144.5,2327.346,17.327,48.74,79.85,,2322.646,0.22862190812720845
3144.6,2327.349,16.543,49.03,79.86,,2322.6490000000003,0.22869257950530034
3144.7,2327.352,15.896,48.82,79.89,,2322.652,0.22890459363957597
3144.8,2327.355,16.709,48.82,79.89,,2322.655,0.22890459363957597
3144.9,2327.358,17.449,48.76,79.84,,2322.6580000000004,0.22855123674911662
3145.0,2327.361,17.898,48.59,79.82,,2322.661,0.22840989399293282
3145.1,2327.364,18.09,48.17,79.81,,2322.664,0.228339222614841
3145.2,2327.367,20.541,47.82,79.77,,2322.6670000000004,0.22805653710247348
3145.3,2327.37,19.377,47.59,79.75,,2322.67,0.22791519434628976
3145.4,2327.373,18.949,47.05,79.72,,2322.6730000000002,0.22770318021201413
3145.5,2327.376,18.059,47.37,79.71,,2322.6760000000004,0.22763250883392222
3145.6,2327.379,17.216,47.75,78.94,,2322.679,0.22219081272084804
3145.7,2327.382,16.465,49.0,78.69,,2322.6820000000002,0.22042402826855123
3145.8,2327.385,16.416,49.38,78.48,,2322.6850000000004,0.21893992932862194
3145.9,2327.388,16.399,49.33,78.36,,2322.688,0.21809187279151943
3146.0,2327.391,16.069,49.97,78.2,,2322.6910000000003,0.21696113074204948
3146.1,2327.394,15.736,49.78,78.31,,2322.694,0.21773851590106008
3146.2,2327.397,15.649,49.89,78.46,,2322.697,0.21879858657243811
3146.3,2327.4,15.431,49.27,78.63,,2322.7000000000003,0.21999999999999997
