top_mMD,base_mMD,thickness_m,pct_raw,components,dominant,dominant_pct,grainstone_pct,mudwack_pct,oil_show,fluorescence,vuggy,cement_contaminated,description_es,description_en
40,45,5,100,gravel,gravel,100.0,0.0,0.0,none,False,False,False,GRAVILLA CONSTITUIDA POR FRAGMENTOS SUBANGULARES DE TAMAÑO MEDIO A GRUESO CONSTITUIDA POR OXIDO DE SILICE Y ARENISCA DE COLOR GRIS Y CAFÉ CLARO,"GRAVLE COMPOSED OF SILICE, SUBANGULAR FRAGS, V PRLY SORTED SUBANGULAR FRAGS, SDST LIGHT GRAY,LIGHT BROWN."
45,50,5,90 10,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA CON TRAZAS DE GRAVILLA COMPUESTA POR FRAGMENTOS DE ARENISCA.","SHALE GREENISH GRAY TO LIGHT GRAY, PLASTIC, SLIGHTLY CALCAREOUS. TRACES OF GRAVEL COMPOSED MAINLY OF SDST FRAGMENTS."
50,65,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA CON ESPORADICOS FRAGMENTOS DE ARENISCA","SHALE GREENISH GRAY TO LIGHT GRAY, PLASTIC, SLIGHTLY CALCAREOUS OCC FRAGMENTS OF SDST."
65,225,160,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA","SHALE GREENISH GRAY TO LIGHT GRAY, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
225,240,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA, TRAZAS DE ARENISCA GRIS CLARO MUY FINA","SHALE GREENISH GRAY TO GRAY, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY, TRACE OF SDST LIGHT GRAY, VF GRAIN."
240,255,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA","SHALE GREENISH GRAY TO LIGHT GRAY, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
255,265,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA, TRAZAS DE ARENISCA GRIS CLARO MUY FINA","SHALE GREENISH GRAY TO GRAY, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY, TRACE OF SDST LIGHT GRAY, VF GRAIN."
265,280,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO A GRIS CLARO, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA","SHALE GREENISH GRAY TO LIGHT GRAY, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
280,285,5,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA, TRAZAS DE ARENISCA GRIS CLARO MUY FINA","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY, TRACE OF SDST LIGHT GRAY, VF GRAIN."
285,295,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA","SHALE LIGHT GRAY, SOFT,PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
295,300,5,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA, TRAZAS DE ARENISCA GRIS CLARO MUY FINA","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, TRACES OF SDST LIGHT GRAY, VF GRAIN."
300,350,50,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUEVE, PLASTICA, LIGERAMENTE CALCAREA EN PARTES ARENOSA","SHALE LIGTH GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS SANDLY IN PART."
350,365,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, PLÁSTICA, LIGERAMENTE CALCÁREA EN PARTES ARENOSA, ESPORÁDICOS FRAGMENTOS DE ARENISCA GRIS CLARO GRANO FINO.","SHALE LIGHT GRAY, PLASTIC, SLIGHTLY CALCAREOUS, SANDLY IN PART, OCC FRAGS OF SDST LIGHT GRAY, F. GRAIN."
365,378,13,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE, PLÁSTICA, LIGERAMENTE CALCÁREA EN PARTES ARENOSA.","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
378,385,7,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE,PLÁSTICA, LIGERAMENTE CALCÁREA EN PARTES ARENOSA, ESPORÁDICOS FRAGMENTOS DE ARENISCA GRIS CLARO GRANO FINO.","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, SANDLY IN PART, OCC FRAGS OF SDST LIGHT GRAY, F. GRAIN."
385,500,115,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE, PLÁSTICA, LIGERAMENTE CALCÁREA EN PARTES ARENOSA.","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
500,530,30,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO EN PARTES GRIS OSCURO, SUAVE, PLÁSTICA, LIGERAMENTE CALCÁREA Y ARENOSA.","SHALE LIGHT GRAY IN PARTS DARK GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, AND SANDLY."
530,590,60,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE, PLÁSTICA, LIGERAMENTE CALCÁREA, EN PARTES ARENOSA.","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
590,655,65,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO A GRIS OSCURO, SUAVE PLASTICA, MODERAMENTE CALCÁREA, EN PARTES LIGERAMENTE ARENOSA.","SHALE LIGHT GRAY TO DARK GRAY, MODERATELY CALCAREOUS, AND MODERATELY CALCAREOUS, IN PART SLIGHTLY SANDLY"
655,730,75,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SUAVE PLASTICA, MODERAMENTE CALCÁREA, EN PARTES LIGERAMENTE ARENOSA.","SHALE LIGHT GRAY, SOFT, PLASTIC, SLIGHTLY CALCAREOUS, IN PART SANDLY."
730,810,80,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA.","SHALE LIGHT GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY."
810,820,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA, TRAZAS DE ARENISCA GRIS CLARO, GRANO MUY FINA,","SHALE LIGHT GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY. TRACES OF SANDSTONE LIGHT GRAY, VERY FINE GRAIN"
820,840,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA.","SHALE LIGHT GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY."
840,850,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA, TRAZAS DE ARENISCA GRIS CLARO, GRANO MUY FINA,","SHALE LIGHT GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY. TRACES OF SANDSTONE LIGHT GRAY, VERY FINE GRAIN"
850,905,55,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA.","SHALE LIGHT GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY."
905,925,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA.","SHALE LIGHT GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY."
905,965,60,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS OSCURO, SUAVE Y SEMIDURA, ESPORADICAMENTE ARENOSA Y LIGERAMENTE CALCÁREA","SHALE LIGHT GRAY AND DARK GRAY, SOFT AND HALF HARD, SPORADICALLY SANDLY AND SLIGHTLY CALCAREOUS"
965,990,25,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS VERDOSO SUAVE Y PLASTICA, CALCÁREA","SHALE LIGHT GRAY AND GREENISH SHALE, SOFT AND PLASTIC, CALCAREOUS"
990,1015,25,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS OSCURO, SUAVE Y SEMIDURA, ESPORADICAMENTE ARENOSA Y LIGERAMENTE CALCÁREA","SHALE LIGHT GRAY AND DARK GRAY, SOFT AND HALF HARD, SPORADICALLY SANDLY AND SLIGHTLY CALCAREOUS"
1015,1040,25,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS OSCURO, SUAVE,SEMIDURA, EN PARTES PLÁSTICA, LIGERAMENTE ARENOSA Y CALCÁREA","SHALE LIGHT GRAY AND DARK GRAY, SOFT, HALF HARD, IN PART PLASTIC, SLIGHTLY SANDLY AND  CALCAREOUS"
1040,1100,60,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS VERDOSO, SEMIDURA, EN PARTES SUAVE, LIGERAMENTE ARENOSA  Y CALCÁREA.","SHALE LIGHT GRAY AND GREENISH SHALE, HALF HARD, IN PARTS SOFT, SLIGHTLY SANDLY AND  CALCAREOUS"
1100,1115,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y OSCURO, EN PARTES GRIS VERDOSA, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA.","SHALE LIGHT GRAY AND DARK GRAY,IN PART GREENISH SHALE, SOFT, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY"
1115,1130,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS VERDOSO, SUAVE, PLASTICA, MODERADAMENTE CALCAREA.","SHALE LIGHT GRAY AND GREENISH SHALE, SOFT,PLASTIC, CALCAREOUS, MODERATELY CALCAREOUS"
1130,1145,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y OSCURO, ESPORADICAMENTE GRIS VERDOSO, SEMIDURA Y SUAVE, LIGERAMENTE ARENOSA  Y CALCÁREA.","SHALE LIGHT GRAY AND DARK GRAY,IN PART GREENISH SHALE, HALF HARD, SOFT SLIGHTLY SANDLY AND CALCAREOUS"
1145,1150,5,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, OSCURO, ESPORADICAMENTE GRIS VERDOSO, SEMIDURA Y SUAVE, LIGERAMENTE ARENOSA  Y CALCÁREA. ESPORADICOS FRAGMENTOS DE ARENISCA GRIS CLARO DE GRANO FINO, SUBANGULOSO Y SUBREDONDEADO, MATRIZ ARCILLO CALCAREA, REGULARMENTE CONSOLIDADA.","SHALE LIGHT GRAY AND DARK GRAY,IN PART GREENISH SHALE, HALF HARD AND SOFT,SLIGHTLY SANDLY AND CALCAREOUS, SPORADICALLY SANDSTONE FRAGMENTS, LIGHT GRAY FINE GRAIN SUBANGLE AND SUBWEIGHED,CALCAREOUS SHALY MATRTIX, REGULARLY CONSOLIDATED"
1150,1175,25,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, OSCURO Y GRIS VERDOSO, SUAVE Y SEMIDURA, LIGERAMENTE ARENOSA  Y CALCÁREA.","SHALE LIGHT GRAY, DARK GRAY AND GREENISH SHALE, SOFT AND HALF HARD, SLIGHTLY SANDLY AND CALCAREOUS."
1175,1195,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, OSCURO Y GRIS VERDOSO, SUAVE Y SEMIDURA, LIGERAMENTE ARENOSA  Y CALCÁREA. TRAZAS DE ARENISCA GRIS CLARO DE GRANO FINO, SUBANGULOSO Y SUBREDONDEADO, MATRIZ ARCILLO CALCAREA, POCO CONSOLIDADA.","SHALE LIGHT GRAY AND DARK GRAY,IN PART GREENISH SHALE, HALF HARD AND SOFT,SLIGHTLY SANDLY AND CALCAREOUS, TRACE SANDSTONE, LIGHT GRAY FINE GRAIN SUBANGLE AND SUBWEIGHED,CALCAREOUS SHALY MATRTIX, BAD CONSOLIDATED"
1195,1215,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, GRIS VERDOSO, SUAVE Y SEMIDURA, LIGERAMENTE ARENOSA  Y CALCÁREA, ESPORADICA REBABA METALICA.","SHALE LIGHT GRAY AND GREENISH , SOFT AND HALF HARD, SLIGHTLY SANDLY AND CALCAREOUS,  SPORADICALLY BURR."
1215,1320,105,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO Y GRIS VERDOSO, SUAVE Y SEMIDURA, ARENOSA Y LIGERAMENTE CALCÁREA.","SHALE LIGHT GRAY AND GREENISH , SOFT AND HALF HARD, SANDLY AND SLIGHTLY CALCAREOUS."
1320,1390,70,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA","SHALE DARK GRAY, HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY."
1390,1440,50,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, GRIS VERDOSO, SEMIDURA, LIGERAMENTE CALCÁREA Y ARENOSA","SHALE LIGHT GRAY AND GREENISH , HALF HARD, SLIGHTLY CALCAREOUS AND SANDLY."
1440,1450,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, GRIS VERDOSO, SEMIDURA, ARENOSA, LIGERAMENTE CALCÁREA.","SHALE LIGHT GRAY AND GREENISH , HALF HARD, SANDLY, SLIGHTLY CALCAREOUS."
1450,1470,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, GRIS VERDOSO, SEMIDURA, LIGERAMENTE ARENOSA  Y CALCÁREA. ESPORADICOS FRAGMENTOS DE ARENISCA GRIS CLARO DE GRANO MUY FINO, SUBANGULOSO, MATRIZ ARCILLO- CALCAREA.","SHALE LIGHT GRAY, GREENISH SHALE, HALF HARD,SLIGHTLY SANDLY AND CALCAREOUS, SPORADICALLY SANDSTONE FRAGMENTS, LIGHT GRAY VF GRAIN SUBANGLE,CALCAREOUS SHALY MATRTIX."
1470,1570,100,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, GRIS VERDOSO, SEMIDURA, ARENOSA, LIGERAMENTE CALCÁREA.","SHALE LIGHT GRAY AND GREENISH , HALF HARD, SANDLY, SLIGHTLY CALCAREOUS."
1570,1585,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, GRIS VERDOSO, EN PARTES GRIS OSCURO, SEMIDURA Y SUAVE, ARENOSA, LIGERAMENTE CALCÁREA. TRAZAS DE ARENISCA GRIS CLARO DE GRANO FINO, SUBANGULOSO Y SUBREDONDEADO, REGULARMENTE CLASIFICADO Y CONSOLIDADO, EN MATRIZ LIGERAMENTE ARCILLOSA .","SHALE LIGHT GRAY AND GREENISH IN PART DARK GRAY,HALF HARD, SOFT,SANDLY, SLIGHTLY CALCAREOUS. TRACE OF SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED,CALCAREOUS SHALY MATRTIX, REGULARLY CLASSIFIED AND CONSOLIDATED"
1585,1630,45,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS VERDOSO Y GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA, SUAVE, ARENOSA  Y  LIGERAMENTE CALCÁREA. GREENISH","SHALE AND DARK GRAY, IN PART LIGHT GRAY, HALF HARD, SOFT, SANDLY,SLIGHTLY CALCAREOUS."
1630,1655,25,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA. ESPORADICOS FRAGMENTOS  DE ARENISCA GRIS CLARO DE GRANO FINO, SUBANGULOSO Y SUBREDONDEADO, REGULARMENTE CLASIFICADO Y CONSOLIDADO.","SHALE LIGHT GRAY IN PART GREENISH , SOFT, SLIGHTLY SANDLY AND CALCAREOUS. SPORADICALLY SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED."
1655,1685,30,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA.","SHALE LIGHT GRAY IN PART GREENISH , SOFT, SLIGHTLY SANDLY AND MODERATELY CALCAREOUS. SPORADICALLY SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED."
1685,1695,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO Y GRIS OSCURO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA.","SHALE LIGHT GRAY IN PART GREENISH AND DARK GRAY, SOFT, SLIGHTLY SANDLY AND  MODERATELY CALCAREOUS."
1695,1730,35,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA. LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA.",
1730,1755,25,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, ARENOSA  Y MODERAMENTE CALCÁREA. ESPORADICOS FRAGMENTOS  DE ARENISCA GRIS CLARO DE GRANO FINO, SUBANGULOSO Y SUBREDONDEADO, REGULARMENTE CLASIFICADO Y CONSOLIDADO.","SHALE LIGHT GRAY IN PART GREENISH , SOFT, SLIGHTLY SANDLY AND MODERATELY CALCAREOUS. SPORADICALLY SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED, REGULARLY CLASSIFIED AND CONSOLIDATED."
1755,1775,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA. LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SUAVE, LIGERAMENTE ARENOSA  Y  MODERAMENTE CALCÁREA.",
1775,1785,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA, ARENOSA Y  LIGERAMENTE CALCÁREA. ESPORADICOS FRAGMENTOS  DE ARENISCA GRIS CLARO DE GRANO MUY FINO, SUBANGULOSO Y SUBREDONDEADO.","SHALE DARK GRAY LIGHT GRAY IN PART LIGHT GRAY , HALF HARD, SANDLY AND  SLIGHTLY CALCAREOUS. SPORADICALLY SANDSTONE LIGHT GRAY, VERY FINE GRAIN SUBANGLE AND SUBWEIGHED."
1785,1825,40,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA, ARENOSA Y  LIGERAMENTE CALCÁREA.","SHALE DARK GRAY LIGHT GRAY IN PART IGHT GRAY , HALF HARD, SANDLY AND  SLIGHTLY CALCAREOUS."
1825,1835,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SEMIDURA, ARENOSA  Y  LIGERAMENTE CALCÁREA. ESPORADICOS FRAGMENTOS DE ARENISCA GRIS CLARO DE GRANO MUY FINO, SUBANGULOSO Y SUBREDONDEADO.","SHALE LIGHT GRAY IN PART GREENISH , HALF HARD, SANDLY AND SLIGHTLY  CALCAREOUS. SPORADICALLY SANDSTONE LIGHT GRAY, VERY FINE GRAIN SUBANGLE AND SUBWEIGHED."
1835,1880,45,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SEMIDURA, ARENOSA  Y  LIGERAMENTE CALCÁREA.","SHALE LIGHT GRAY IN PART GREENISH , HALF HARD, SANDLY AND SLIGHTLY  CALCAREOUS."
1880,1890,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS VERDOSO, SEMIDURA, ARENOSA  Y  LIGERAMENTE CALCÁREA. ESPORADICOS FRAGMENTOS DE ARENISCA GRIS CLARO DE GRANO MUY FINO, SUBANGULOSO Y SUBREDONDEADO.","SHALE LIGHT GRAY IN PART GREENISH , HALF HARD, SANDLY AND SLIGHTLY  CALCAREOUS. SPORADICALLY SANDSTONE LIGHT GRAY, VERY FINE GRAIN SUBANGLE AND SUBWEIGHED."
1890,1910,20,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS OSCURO, SEMIDURA, ARENOSA Y  LIGERAMENTE CALCÁREA.","SHALE LIGHT GRAY IN PART DARK GRAY , HALF HARD, SANDLY AND SLIGHTLY  CALCAREOUS."
1910,1955,45,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS Y VERDE CLARO, EN PARTES GRIS OSCURO, SEMIDURA Y SUAVE, ARENOSA, LIGERAMENTE CALCAREA. ESPORADICOS FRAGMENTOS DE ARENISCA COLOR GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO.","SHALE LIGHT GRAY AND GREENISH IN PART DARK GRAY,HALF HARD, SOFT,SANDLY, SLIGHTLY CALCAREOUS. SPORADICALLY OF SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED,CALCAREOUS SHALY MATRTIX, REGULARLY CLASSIFIED AND CONSOLIDATED."
1955,2015,60,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS Y VERDE CLARO, EN PARTES GRIS OSCURO, SEMIDURA Y SUAVE, ARENOSA, LIGERAMENTE CALCAREA.","SHALE LIGHT GRAY AND GREENISH IN PART DARK GRAY , HALF HARD, SOFT, SANDLY AND  SLIGHTLY  CALCAREOUS."
2015,2060,45,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS Y VERDE CLARO, ESPORADICAMENTE GRIS OSCURO, SUAVE, LIGERAMENTE ARENOSA Y CALCAREA.","SHALE LIGHT GRAY AND GREENISH, SPORADICALLY DARK GRAY , SOFT, SLIGHTLY SANDLY AND  CALCAREOUS."
2060,2075,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, ESPORADICAMENTE GRIS Y VERDE CLARO , SEMIDURA Y SUAVE, LIGERAMENTE ARENOSA Y CALCAREA.","SHALE DARK GRAY, SPORADICALLY GRAY AND LIGHT GREEN, HALF HARD AND SOFT, SLIGHTLY SANDLY AND  CALCAREOUS."
2075,2105,30,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, ESPORADICAMENTE GRIS OSCURO, SUAVE, LIGERAMENTE ARENOSA Y CALCAREA.","SHALE LIGHT GRAY SPORADICALLY  DARK GRAY, SOFT, SLIGHTLY SANDLY AND  CALCAREOUS."
2105,2135,30,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS CLARO, EN PARTES GRIS OSCURO, SUAVE Y SEMIDURA, LIGERAMENTE ARENOSA Y CALCAREA.","SHALE LIGHT GRAY IN PART DARK GRAY, SOFT, HALF HARD,SANDLY, SLIGHTLY CALCAREOUS."
2135,2150,15,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA Y SUAVE, ARENOSA, LIGERAMENTE CALCAREA. ESPORADICOS FRAGMENTOS DE ARENISCA COLOR GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO.","SHALE DARK GRAY AND GREENISH IN PART DARK GRAYLIGHT GRAY,HALF HARD, SOFT,SANDLY, SLIGHTLY CALCAREOUS. SPORADICALLY OF SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED,CALCAREOUS SHALY MATRTIX, REGULARLY CLASSIFIED AND CONSOLIDATED."
2150,2160,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA, LIGERAMENTE ARENOSA Y CALCAREA.","SHALE LIGHT GRAY IN PART DARK GRAY, HALF HARD,SLIGHTLY SANDLY AND CALCAREOUS."
2160,2165,5,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA Y SUAVE, ARENOSA, LIGERAMENTE CALCAREA. ESPORADICOS FRAGMENTOS DE ARENISCA COLOR GRIS CLARO, GRANO FINO, SUBREDONDEADO Y SUBANGULOSO, REGULARMENTE CLASIFICADO Y CONSOLIDADO EN MATERIAL ARCILLOCALCAREO.","SHALE LIGHT GRAY AND GREENISH IN PART DARK GRAY,HALF HARD, SOFT,SANDLY, SLIGHTLY CALCAREOUS. SPORADICALLY OF SANDSTONE LIGHT GRAY, FINE GRAIN SUBANGLE AND SUBWEIGHED,CALCAREOUS SHALY MATRTIX, REGULARLY CLASSIFIED AND CONSOLIDATED."
2165,2175,10,100,shale,shale,100.0,0.0,0.0,none,False,False,False,"LUTITA GRIS OSCURO, EN PARTES GRIS CLARO, SEMIDURA, LIGERAMENTE ARENOSA Y CALCAREA.","SHALE LIGHT GRAY IN PART DARK GRAY, HALF HARD,SLIGHTLY SANDLY AND CALCAREOUS."
