top_mMD,base_mMD,thickness_m,pct_raw,components,dominant,dominant_pct,grainstone_pct,mudwack_pct,oil_show,fluorescence,vuggy,cement_contaminated,description_es,description_en
2640,2650,10,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,none,False,False,False,"MUDSTONE EN PARTE WACKESTONE, BLANCO Y GRIS CLARO , SEMICOMPACTO. BENTONITA BLANCA Y VERDE CLARO. TRAZAS DE LUTITA BENTONITICA, GRIS Y VERDE CLARO, SUAVE Y LIGERAMENTE CALCAREA.","MUDSTONE IN PART WACKESTONE  WHITE AND LIGHT GRAY, SEMICOMPACT. WHITE  AND LIGHT GREEN, SOFT BENTONITIC. TRACE OF BENTONITIC SHALE, LIGHT GRAY, LIGHT GREEN, SOFT, SLIGHTLY CALCAREOUS."
2650,2655,5,100,grainstone-wackestone,grainstone-wackestone,100.0,100.0,0.0,none,False,False,False,"GRAINSTONE-WACKESTONE BLANCO, CAFE CLARO, SEMICOMPACTO. TRAZAS DE MUDSTONE GRIS CLARO Y GRIS VERDOSO TRAZAS DE BENTONITA GRIS CLARO, BLANCA Y GRIS VERDOSO.","MUDSTONE-WACKESTONE  WHITE AND LIGHT BROWN, SEMICOMPACT. TRACE OF MUDSTONE LIGHT GRAY AND GREENISH GRAY TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2655,2664,9,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE EN PARTE GRAINSTONE BLANCO, CAFE CLARO, SEMICOMPACTO. TRAZAS DE BENTONITA GRIS CLARO, BLANCA Y GRIS VERDOSO.","WACKESTONE IN PART GRAINSTONE WHITE AND LIGHT BROWN, SEMICOMPACT. TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2664,2665,1,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE  EN PARTE GRAINSTONE BLANCO Y CAFE CLARO, SEMICOMPACTO. TRAZAS DE MUDSTONE GRIS CLARO Y GRIS VERDOSO. TRAZAS DE BENTONITA GRIS CLARO Y GRIS VERDOSO.","WACKESTONE IN PART GRAINSTONE WHITE AND LIGHT BROWN, SEMICOMPACT. TRACE OF MUDSTONE LIGHT GRAY AND GREENISH GRAY TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2665,2670,5,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE  EN PARTE GRAINSTONE CAFE CLARO Y BLANCO, SEMICOMPACTO. TRAZAS DE MUDSTONE GRIS CLARO Y GRIS VERDOSO. ESPORADICOS DE BENTONITA GRIS CLARO Y GRIS VERDOSO.","WACKESTONE IN PART GRAINSTONE LIGHT BROWN AND WHITE SEMICOMPACT. TRACE OF MUDSTONE LIGHT GRAY AND GREENISH GRAY TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2670,2705,35,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE - GRAINSTONE DE MILIOLIDOS BLANCO Y CAFÉ CLARO, COMPACTO, EN PARTE RECRISTALIZADO. TRAZAS DE BENTONITA VERDE Y GRIS VERDOSO.","WACKESTONE - GRAINSTONE OF MILIOLIDOS WHITE LIGHT AND BROWN COMPACT, IN PART WITH RECRYSTALLIZED TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2705,2725,20,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE - GRAINSTONE DE MILIOLIDOS CAFÉ CLARO Y BLANCO, COMPACTO, EN PARTE RECRISTALIZADO. TRAZAS DE BENTONITA VERDE CLARO Y GRIS VERDOSO.","WACKESTONE - GRAINSTONE OF MILIOLIDOS,LIGHT BROWN AND WHITE COMPACT, IN PART WITH RECRYSTALLIZED. TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2725,2740,15,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE - GRAINSTONE DE MILIOLIDOS BLANCO Y CAFÉ CLARO, COMPACTO, EN PARTE RECRISTALIZADO. TRAZAS DE BENTONITA VERDE CLARO Y GRIS VERDOSO.","WACKESTONE - GRAINSTONE OF MILIOLIDOS WHITE AND LIGHT BROWN COMPACT, IN PART WITH RECRYSTALLIZED. TRACE OF BENTONITIC LIGHT GRAY,  WHITE AND LIGHT GREENISH."
2740,2745,5,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"WACKESTONE - GRAINSTONE DE MILIOLIDOS BLANCO Y CAFÉ CLARO, COMPACTO, EN PARTE RECRISTALIZADO. TRAZAS DE BENTONITA VERDE CLARO Y GRIS VERDOSO. ESPORADICOS FRAGMENTOS DE MUDSTONE BLANCO Y CAFÉ CLARO, SEMICOMPACTO","WACKESTONE - GRAINSTONE OF MILIOLIDOS WHITE AND LIGHT BROWN COMPACT, IN PART WITH RECRYSTALLIZED. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY. SPORADICALLY FRAGMENTS MUDSTONE WHITE AND LIGHT GRAY, SEMICOMPACT"
2745,2750,5,80 20,mudstone-wackestone|wackestone-grainstone,mudstone-wackestone,80.0,20.0,80.0,none,False,False,False,"MUDSTONE BLANCO, GRIS Y CAFÉ CLARO, SEMICOMPACTO. WACKESTONE - GRAINSTONE DE MILIOLIDOS BLANCO Y CAFÉ CLARO, COMPACTO, EN PARTE RECRISTALIZADO. TRAZAS DE BENTONITA VERDE CLARO.","MUDSTONE WHITE, LIGHT GRAY, LIGHT BROWN, SEMICOMPACT. WACKESTONE - GRAINSTONE OF MILIOLIDOS WHITE AND LIGHT BROWN, COMPACT,RECRYSTALLIZED. TRACE OF BENTONITIC  LIGHT GREENISH"
2750,2755,5,70 30,wackestone-grainstone|mudstone-wackestone,wackestone-grainstone,70.0,70.0,30.0,none,False,False,False,"WACKESTONE - GRAINSTONE DE MILIOLIDOS BLANCO Y CAFÉ CLARO, COMPACTO, EN PARTE RECRISTALIZADO. MUDSTONE BLANCO, GRIS Y CAFÉ CLARO, SEMICOMPACTO. TRAZAS DE BENTONITA  GRIS Y VERDE CLARO EN PARTES OSCURO. ESPORADICOS FRAGMENTOS DE PEDERNAL CAFÉ OSCURO","WACKESTONE - GRAINSTONE OF MILIOLIDOS WHITE AND LIGHT BROWN, COMPACT, IN PART RECRYSTALLIZED. MUDSTONE WHITE, LIGHT GRAY, LIGHT BROWN, SEMICOMPACT. SPORADICALLY FRAGMENTS DARK BROWN CHERT."
2755,2765,10,90 10,grainstone-wackestone|mudstone-wackestone,grainstone-wackestone,90.0,90.0,10.0,poor,True,False,False,"GRAINSTONE BLANCO, GRIS CLARO Y WACKESTONE CAFÉ CLARO, CREMA RECRISTALIZADO, COMPACTO, CON POBRE IMPREGNACION DE ACEITE CON  FLUORESCENCIA AMARILLO CLARO. MUDSTONE BLANCO, GRIS Y CAFÉ CLARO, SEMICOMPACTO. TRAZAS DE BENTONITA  GRIS Y VERDE CLARO. ESPORADICOS DE PEDERNAL CAFE OSCURO.","GRAINSTONE LIGHT GRAY, WACKESTONE LIGHT BROWN, CREAM RECRYSTALLIZED, COMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. MUDSTONE WHITE, LIGHT GRAY, LIGHT BROWN, SEMICOMPACT. SPORADICALLY FRAGMENTS DARK BROWN CHERT."
2765,2780,15,100,grainstone-wackestone,grainstone-wackestone,100.0,100.0,0.0,poor,True,False,False,"GRAINSTONE BLANCO, GRIS CLARO  Y WACKESTONE CAFÉ CLARO, CREMA RECRISTALIZADO, COMPACTO, CON POBRE IMPREGNACION DE ACEITE CON  FLUORESCENCIA AMARILLO CLARO. TRAZAS DE MUDSTONE GRIS Y CAFÉ CLARO, SEMICOMPACTO. TRAZAS DE BENTONITA  GRIS CLARO  Y BLANCO.","GRAINSTONE WHITE, LIGHT GRAY, AND WACKESTONE LIGHT BROWN, CREAM RECRYSTALLIZED, COMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE MUDSTONE LIGHT GRAY AND LIGHT BROWN, SEMICOMPACT. TRACE OF BENTONITIC LIGHT GRAY AND WHITE."
2780,2785,5,100,wackestone-grainstone|mudstone-wackestone,wackestone-grainstone,100.0,100.0,0.0,poor,True,False,False,"WACKESTONE CAFÉ CLARO, CREMA RECRISTALIZADO, COMPACTO, GRAINSTONE BLANCO, GRIS CLARO CON POBRE IMPREGNACION DE ACEITE CON FLUORESCENCIA AMARILLO CLARO. ESPORADICOS FRAGMENTOS DE MUDSTONE GRIS Y CAFÉ CLARO, SEMICOMPACTO. TRAZAS DE BENTONITA  GRIS CLARO  Y BLANCO. WACKESTONE  LIGHT BROWN, CREAM ,","GRAINSTONE WHITE, LIGHT GRAY  WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. SPORADICALLY FRAGMENTS MUDSTONE LIGTH GRAY AND LIGHT BROWN, SEMICOMPACT. TRACE OF BENTONITIC LIGHT GRAY AND WHITE."
2785,2790,5,90 10,wackestone-grainstone|bentonite|mudstone-wackestone,wackestone-grainstone,90.0,90.0,0.0,poor,True,False,False,"WACKESTONE CAFÉ CLARO, CREMA EN PARTES RECRISTALIZADO, COMPACTO, GRAINSTONE BLANCO, GRIS CLARO CON POBRE IMPREGNACION DE ACEITE CON FLUORESCENCIA AMARILLO CLARO. BENTONITA  GRIS CLARO  Y BLANCO. ESPORADICOS FRAGMENTOS DE MUDSTONE GRIS Y CAFÉ CLARO, SEMICOMPACTO.  ESPORADICOS FRAGMENTOS DE PEDERNAL CAFE OSCURO. WACKESTONE  LIGHT BROWN, CREAM ,  RECRYSTALLIZED, COMPACT,","GRAINSTONE WHITE, LIGHT GRAY  WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. BENTONITIC LIGHT GRAY AND WHITE. SPORADICALLY FRAGMENTS MUDSTONE LIGTH GRAY AND LIGHT BROWN, SEMICOMPACT. SPORADICALLY FRAGMENTS DARK BROWN CHERT."
2790,2800,10,100,grainstone-wackestone|mudstone-wackestone,grainstone-wackestone,100.0,100.0,0.0,none,False,False,False,"GRAINSTONE - WACKESTONE DE MILIOLIDOS BLANCO Y CAFÉ CLARO, COMPACTO, EN PARTE RECRISTALIZADO. TRAZAS DE BENTONITA  GRIS Y VERDE CLARO. ESPORADICOS FRAGMENTOS DE MUDSTONE GRIS Y CAFÉ CLARO. GRAINSTONE-WACKESTONE OF MILIOLIDOS WHITE AND LIGHT BROWN COMPACT, IN PART WITH RECRYSTALLIZED. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY. SPORADICALLY FRAGMENTS MUDSTONE LIGHT GRAY AND LIGHT BROWN.",
2800,2810,10,100,grainstone-wackestone,grainstone-wackestone,100.0,100.0,0.0,none,False,False,False,"GRAINSTONE BLANCO, GRIS CLARO  Y WACKESTONE CAFÉ CLARO, CREMA RECRISTALIZADO, COMPACTO. TRAZAS DE MUDSTONE GRIS Y CAFÉ CLARO, SEMICOMPACTO. TRAZAS DE BENTONITA  GRIS CLARO  Y BLANCO.","GRAINSTONE WHITE, LIGHT BROWN AND WACKESTONE LIGHT BROWN COMPACT, WITH RECRYSTALLIZED. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY. TRACE MUDSTONE LIGHT GRAY AND LIGHT BROWN."
2810,2815,5,90 10,wackestone-grainstone|bentonite,wackestone-grainstone,90.0,90.0,0.0,none,False,False,False,"WACKSTONE - GRAINSTONE DE MILIOLIDOS CAFÉ CLARO Y BLANCO, COMPACTO, EN PARTES RECRISTALIZADO, EN PARTES MUDSTONE BLANCO Y EN PARTES GRIS CLARO SEMICOMPACTO.      BENTONITA GRIS CLARO Y VERDE CLARO","WACKSTONE - GRAINSTONE OF MILIOLIDOS  LIGHT BROWN  AND WHITE, COMPACTO, IN PART RECRYSTALLIZED. MUDSTONE  WHITE AND IN PART LIGHT GRAY, SEMICOMPACT. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY."
2815,2835,20,90 10,wackestone-grainstone|bentonite,wackestone-grainstone,90.0,90.0,0.0,none,False,False,False,"MUDSTONE-WACKSTONE BLANCO, EN PARTES GRIS CLARO, SEMICOMPACTO, Y EN PARTE GRAINSTONE DE MILIOLIDOS CAFÉ CLARO, RECRISTALIZADO. BENTONITA GRIS CLARO Y VERDE CLARO, SUAVE.","MUDSTONE-WACKSTONE WHITE, IN PART LIGHT GRAY, SEMICOMPACT, IN PART GRAISTONE OF MILIOLIDOS LIGHT BROWN, RECRYSTALLIZED.. BENTONITIC  LIGHT GREENISH AND LIGHT GRAY, SOFT."
2835,2840,5,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"MUDSTONE-WACKSTONE BLANCO, EN PARTES GRIS CLARO, SEMICOMPACTO, Y EN PARTE GRAINSTONE DE MILIOLIDOS CAFÉ CLARO, RECRISTALICADO. TRAZAS DE BENTONITA GRIS CLARO Y VERDE CLARO, SUAVE.","MUDSTONE-WACKSTONE WHITE, IN PART LIGHT GRAY, SEMICOMPACT, IN PART GRAISTONE OF MILIOLIDOS LIGHT BROWN, RECRYSTALLIZED. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY, SOFT."
2840,2865,25,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,none,False,False,False,"MUDSTONE-WACKSTONE BLANCO, EN PARTES GRIS CLARO, SEMICOMPACTO, Y EN PARTE GRAISTONE DE MILIOLIDOS CAFÉ CLARO, RECRISTALICADO. BENTONITA GRIS CLARO Y VERDE CLARO, SUAVE. SE OBSERVA PIRITA DISEMINADA.","MUDSTONE-WACKSTONE WHITE, IN PART LIGHT GRAY, SEMICOMPACT, IN PART GRAISTONE OF MILIOLIDOS LIGHT BROWN, RECRYSTALLIZED.. BENTONITIC  LIGHT GREENISH AND LIGHT GRAY, SOFT."
2865,2880,15,100,wackestone-grainstone,wackestone-grainstone,100.0,100.0,0.0,none,False,False,False,"MUDSTONE-WACKSTONE BLANCO Y GRIS CLARO, SEMICOMPACTO, Y EN PARTE GRAINSTONE DE MILIOLIDOS CAFÉ CLARO, RECRISTALIZADO. TRAZAS DE BENTONITA GRIS CLARO Y VERDE CLARO, SUAVE.","MUDSTONE-WACKSTONE WHITE AND LIGHT GRAY, SEMICOMPACT, IN PART GRAISTONE OF MILIOLIDOS LIGHT BROWN, RECRYSTALLIZED. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY, SOFT."
2880,2885,5,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,none,False,False,False,"MUDSTONE-WACKSTONE BLANCO Y GRIS CLARO, SEMICOMPACTO. BENTONITA GRIS CLARO Y VERDE CLARO, SUAVE. TRAZAS DE GRAINSTONE DE MILIOLIDOS CAFÉ CLARO, RECRISTALIZADO.","MUDSTONE-WACKSTONE WHITE AND LIGHT GRAY, SEMICOMPACT. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY, SOFT. TRACE OF GRAINSTONE OF MILIOLIDOS LIGHT BROWN, RECRYSTALLIZED."
2885,2890,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE GRIS Y CAFE CLARO, EN PARTES WACKESTONE  BLANCO, GRIS Y CAFE CLARO DE MILIOLIDOS PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. TRAZAS DE GRAINSTONE GRIS CLARO SEMICOMPACTO. TRAZAS DE BENTONITA GRIS Y VERDE CLARO CON ABUNDANTE PIRITA DISEMINADA. MUDSTONE LIGHT GRAY AND LIGHT BROWN, IN PART","WACKESTONE WHITE AND LIGHT BROWN OF MILIOLIDOS IN PART RECRYSTALLIZED, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE OF GRAINSTONE LIGHT GRAY, SEMICOMPACT. TRACE OF BENTONITIC  LIGHT GREENISH AND LIGHT GRAY, WITH DISESEMINATED PYRITE."
2890,2895,5,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,poor,True,False,False,"MUDSTONE GRIS Y CAFE CLARO, EN PARTES WACKESTONE BLANCO, GRIS Y CAFE CLARO DE MILIOLIDOS PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. BENTONITA BLANCA Y GRIS CLARA. TRAZAS DE PEDERNAL CAFE OSCURO MUDSTONE LIGHT GRAY AND LIGHT BROWN, IN PART","WACKESTONE WHITE AND LIGHT BROWN OF MILIOLIDOS IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. BENTONITIC WHITE AND LIGHT GRAY. TRACE DARK BROWN CHERT."
2890,2895,5,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,poor,True,False,False,"MUDSTONE GRIS Y CAFE CLARO, EN PARTES WACKESTONE BLANCO, GRIS Y CAFE CLARO DE MILIOLIDOS PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. BENTONITA BLANCA Y GRIS CLARA. TRAZAS DE PEDERNAL CAFE OSCURO MUDSTONE LIGHT GRAY AND LIGHT BROWN, IN PART","WACKESTONE WHITE, GRAY, LIGHT BROWN OF MILIOLIDOS IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. BENTONITIC WHITE AND LIGHT GRAY. TRACE DARK BROWN CHERT."
2895,2900,5,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,poor,True,False,False,"MUDSTONE GRIS Y CAFE CLARO, EN PARTES WACKESTONE BLANCO, GRIS Y CAFE CLARO PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. BENTONITA BLANCA Y GRIS CLARA. TRAZAS DE GRAINSTONE GRIS CLARO SEMICOMPACTO, RECRISTALIZADO. MUDSTONE LIGHT GRAY AND LIGHT BROWN, IN PART","WACKESTONE WHITE, GRAY, LIGHT BROWN IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. BENTONITIC WHITE AND LIGHT GRAY. TRACE OF GRAINSTONE LIGHT GRAY, SEMICOMPACT, RECRYSTALLIZED."
2900,2905,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKESTONE DE MILIOLIDOS BLANCO, GRIS Y CAFE CLARO PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. TRAZAS DE BENTONITA BLANCA Y GRIS CLARA CON ABUNDANTE PIRITA DISEMINADA. MUDSTONE-WACKESTONE OF MILIOLIDOS WHITE, GRAY AND LIGHT BROWN, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. TRACE BENTONITIC WHITE AND LIGHT GRAY WITH ABUNDANT SCATTERED PYRITE.",
2905,2920,15,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,poor,True,False,False,"MUDSTONE-WACKESTONE BLANCO, GRIS Y ESCASO CAFE CLARO, RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO CLARO. BENTONITA BLANCA Y GRIS CLARA.","MUDSTONE-WACKESTONE WHITE, GRAY AND LIMITED LIGHT BROWN, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. BENTONITIC WHITE AND LIGHT GRAY."
2920,2930,10,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,good,True,True,False,"MUDSTONE GRIS Y CAFE CLARO, EN PARTES WACKESTONE BLANCO Y GRIS CLARO, SEMICOMPACTO, CON ESPORADICOS FRAGMENTOS DE WACKESTONE DE MILIOLIDOS CAFE CLARO Y OSCURO, COMPACTO CON MODERADA IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO NARANJA, ALGUNOS CON POROSIDAD SECUNDARIA VUGULAR. TRAZAS DE BENTONITA BLANCA Y GRIS CLARA. MUDSTONE LIGHT GRAY AND LIGHT BROWN, IN PART","WACKESTONE WHITE, LIGHT GRAY,SEMICOMPACT WITH SPORADICALLY FRAGMENTS OF WACKESTONE OF MILIOLIDOS LIGHT BROWN AND DARK BROWN, COMPACT WITH  SCARCE OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE, SOMEONE VUGULAR SECONDARY POROSITY. TRACE OF BENTONITIC WHITE AND LIGHT GRAY."
2930,2935,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKESTONE GRIS CLARO, CAFÉ CLARO Y CAFÉ OSCURO, SEMICOMPACTO, EN PARTES RECRISTALIZADO CON POBRE IMPREGNACION DE  ACEITE DE FLUORESCENCIA AMARILLO NARANJA. TRAZAS DE BENTONITA GRIS CLARO Y GRIS VERDOSO. TRAZAS DE ACEITE COLOR OSCURO Y NEGRO DE ASPECTO BITUMINOSO (GILSONITA). MUDSTONE-","WACKESTONE LIGHT GRAY, LIGHT BROWN AND DARK BROWN, SEMICOMPACT, IN PART RECRYSTALLIZED, WITH POOR OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE. TRACE OF BENTONITIC  LIGHT GRAY AND GREENISH. TRACE OF BLACK AND DARK OIL OF BITUMINOUS APPEARANCE (GILSONITE)."
2935,2945,10,100,wackestone-grainstone|mudstone-wackestone,wackestone-grainstone,100.0,100.0,0.0,good,True,False,False,"MUDSTONE GRIS Y CAFE CLARO, EN PARTES WACKESTONE Y GRAINSTONE BLANCO,GRIS CLARO Y CAFE OSCURO, SEMICOMPACTO, CON MODERADA IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO NARANJA. TRAZAS DE BENTONITA BLANCA Y GRIS VERDOSO. TRAZAS DE ACEITE COLOR OSCURO Y NEGRO DE ASPECTO BITUMINOSO (GILSONITA). MUDSTONE LIGHT GRAY AND LIGHT BROWN, IN PART","WACKESTONE WHITE LIGHT GRAY AND DARK BROWN, SEMICOMPACT, WITH MODERATELY OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE. TRACE OF BENTONITIC LIGHT GRAY AND GREENISH. TRACE OF BLACK AND DARK OIL OF BITUMINOUS APPEARANCE (GILSONITE)."
2945,2950,5,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKESTONE  BLANCO, GRIS Y CAFE CLARO EN PARTES OSCURO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO NARANJA. TRAZAS DE BENTONITA BLANCA Y GRIS VERDOSO. TRAZAS DE ACEITE COLOR OSCURO Y NEGRO DE ASPECTO BITUMINOSO (GILSONITA).","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY AND LIGHT BROWN IN PART DARK, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE. TRACE OF BENTONITIC WHITE AND GREENISH. TRACE OF BLACK AND DARK OIL OF BITUMINOUS APPEARANCE (GILSONITE)."
2950,2965,15,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKESTONE  BLANCO, GRIS Y CAFE CLARO EN PARTES OSCURO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO NARANJA. ESCASO WACKESTONE CAFE CLARO DE MILIOLIDOS. TRAZAS DE BENTONITA BLANCA Y GRIS VERDOSO. TRAZAS DE ACEITE COLOR OSCURO Y NEGRO DE ASPECTO BITUMINOSO (GILSONITA).","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY AND LIGHT BROWN IN PART DARK, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE.SPARCE WACKESTONE LIGHT BROWN OF MILIOLIDOS. TRACE OF BENTONITIC WHITE AND GREENISH. TRACE OF BLACK AND DARK OIL OF BITUMINOUS APPEARANCE (GILSONITE)"
2965,2980,15,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKESTONE  BLANCO, GRIS Y CAFE CLARO EN PARTES OSCURO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO NARANJA. ESCASO WACKESTONE RECRISTALIZADO CAFE CLARO DE MILIOLIDOS. TRAZAS DE BENTONITA BLANCA Y GRIS VERDOSO. TRAZAS DE ACEITE COLOR OSCURO Y NEGRO DE ASPECTO BITUMINOSO (GILSONITA).","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY AND LIGHT BROWN IN PART DARK, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE.SPARCE WACKESTONE LIGHT BROWN OF MILIOLIDOS IN PART RECRYSTALLIZED. TRACE OF BENTONITIC WHITE AND GREENISH. TRACE OF BLACK AND DARK OIL OF BITUMINOUS APPEARANCE (GILSONITE)."
2980,3000,20,100,mudstone-wackestone,mudstone-wackestone,100.0,0.0,100.0,poor,True,False,False,"MUDSTONE-WACKESTONE  BLANCO, GRIS Y CAFE CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON POBRE IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO NARANJA. ESCASO WACKESTONE RECRISTALIZADO CAFE CLARO DE MILIOLIDOS. TRAZAS DE BENTONITA BLANCA Y GRIS VERDOSO.","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY AND LIGHT BROWN IN PART DARK, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW ORANGE FLUORESCENCE. SPARCE WACKESTONE LIGHT BROWN OF MILIOLIDOS. TRACE OF BENTONITIC WHITE AND GREENISH."
3000,3035,35,90 10,mudstone-wackestone|bentonite,mudstone-wackestone,90.0,0.0,90.0,scarce,True,False,False,"MUDSTONE-WACKESTONE  BLANCO, GRIS Y CAFE CLARO, PARCIALMENTE RECRISTALIZADO, SEMICOMPACTO, CON ESCASA IMPREGNACION DE ACEITE DE FLUORESCENCIA AMARILLO. ESPORADICO WACKESTONE RECRISTALIZADO CAFE CLARO DE MILIOLIDOS. BENTONITA BLANCA Y GRIS VERDOSO, SUAVE, SE OBSERVA PIRITA DISEMINADA","MUDSTONE-WACKESTONE WHITE, LIGHT GRAY AND LIGHT BROWN IN PART DARK, IN PART RECRYSTALLIZED, SEMICOMPACT, WITH SCARCE OIL IMPREGNATION OF YELLOW FLUORESCENCE. SPARCE WACKESTONE LIGHT BROWN OF MILIOLIDOS. BENTONITIC WHITE AND GREENISH, SOFT, DISSEMINATED PYRITE IS OBSERVED."
