month_on_production,TEC-2,TEC-6,TEC-7,TEC-9,TEC-10,avg_4_pemex_wells,ifr_workbook_average,ifr_workbook_fit,ifr_tec12_curve
236,14.839156102460574,12.581023652086138,,15.161746452514066,,14.193975402353592,14.193975402353592,18.63606995133148,20.68856296915521
237,15.000451277487318,12.581023652086138,,15.000451277487318,,14.193975402353592,14.193975402353592,18.592860842418975,20.625701199471393
238,14.839156102460574,12.667047745433736,,15.161746452514066,,14.222650100136127,14.222650100136127,18.5499310817018,20.563030624393026
239,15.000451277487318,12.581023652086138,,14.839156102460574,,14.140210344011344,14.140210344011344,18.507277714467126,20.5005506618236
240,14.839156102460574,12.667047745433736,,15.000451277487318,,14.168885041793876,14.168885041793876,18.464897829304626,20.43826073143906
241,14.839156102460574,29.033131504814165,,14.839156102460574,,19.57048123657844,19.57048123657844,18.422788557296794,20.376160254678037
242,15.000451277487318,31.291263955188604,,15.000451277487318,,20.430722170054413,20.430722170054413,18.380947071227467,20.314248654749754
243,13.871385052300102,31.429516962354388,,14.839156102460574,,20.046686039038352,20.046686039038352,18.33937058480846,20.252525356621202
244,12.000361021989855,31.291263955188604,,15.000451277487318,,19.43069208488859,19.43069208488859,18.2980563519234,20.19098978700513
245,11.935842951979158,31.334276001862403,,14.839156102460574,,19.369758352100714,19.369758352100714,18.25700166588874,20.12964137436292
246,4.1936745506953805,31.291263955188604,,14.839156102460574,,16.774698202781522,16.774698202781522,18.216203858731163,20.06847954890528
247,7.000210596160749,31.334276001862403,,15.000451277487318,,17.77831262517016,17.77831262517016,18.175660300481027,20.0075037425774
248,24.194276254011807,31.291263955188604,,13.871385052300102,,23.118975087166834,23.118975087166834,18.135368398481635,19.946713389045684
249,25.334095490867472,31.291263955188604,,12.000361021989855,,22.875240156015312,22.875240156015312,18.09532559671365,19.886107923710753
250,27.420179754546712,31.334276001862403,,11.935842951979158,,23.56343290279609,23.56343290279609,18.055529375134274,19.825686783692625
251,29.67831220492115,31.291263955188604,,17.419878902888502,,26.129818354332752,26.129818354332752,18.015977249031142,19.76544940783009
252,31.429516962354388,25.334095490867472,,47.66810072623748,,34.81057105981978,34.81057105981978,17.97666676839011,19.705395236661126
253,32.25903500534908,23.226505203851335,,112.58403216866826,,56.02319079262289,56.02319079262289,17.937595517276865,19.645523712441012
254,33.33433617219404,18.710240303102463,,104.19668306727752,,52.080419847524674,52.080419847524674,17.898761113231913,19.585834279123052
255,23.226505203851335,18.92914089778162,,96.33623153764078,,46.16395921309125,46.16395921309125,17.860161206678608,19.526326382343104
256,22.66734859709195,19.678011353262935,,96.45451466599374,,46.26662487211621,46.26662487211621,17.821793480343935,19.466999469438
257,30.96867360513511,31.334276001862403,,96.33623153764078,,52.87972704821277,52.87972704821277,17.783655648691614,19.407852989427674
258,35.162348155830486,31.291263955188604,,95.16415326577977,,53.872588458932945,53.872588458932945,17.745745457367324,19.348886393011032
259,46.00138391762778,30.334245916696577,,91.93824976524488,,56.09129319985641,56.09129319985641,17.70806068265581,19.290099132550793
260,43.54969725722125,31.291263955188604,,81.38175865487375,,52.07423995576121,52.07423995576121,17.670599130949235,19.23149066209329
261,37.00111315113539,31.291263955188604,,79.35722611315872,,49.21653440649424,49.21653440649424,17.633358638227012,19.1730604373428
262,24.839456954118784,31.334276001862403,,79.33572008982182,,45.16981768193434,45.16981768193434,17.59633706954633,19.114807915655224
263,17.74246925294199,31.291263955188604,,79.35722611315872,,42.79698644042977,42.79698644042977,17.559532318543532,19.056732556053614
264,6.551921247638139,31.334276001862403,,79.33572008982182,,39.073972446440784,39.073972446440784,17.52294230694566,18.998833819194452
265,31.291263955188604,31.291263955188604,,79.35722611315872,,47.31325134117864,47.31325134117864,17.486564984092396,18.94111116739642
266,17.667198171262843,31.291263955188604,,79.03463576310523,,42.66436596318556,42.66436596318556,17.450398326467674,18.88356406459502
267,14.333764554043437,31.380254396582664,,79.33572008982182,,41.68324634681597,41.68324634681597,17.414440337241032,18.826191976376073
268,31.291263955188604,31.291263955188604,,79.35722611315872,,47.31325134117864,47.31325134117864,17.378689045818422,18.768994369943503
269,20.645782403423404,31.334276001862403,,79.33572008982182,,43.77192616503587,43.77192616503587,17.34314250740211,18.711970714139643
